id,name,elevation_m,distance_to_coastline_m,cii_max
85030193,Florida Keys Overseas Heritage Trail,5.0,202.94939203021397,0.0
11119801,,0.0,3137.0117633841965,0.0
11116855,,6.0,67.52824533613074,0.0
11116828,,7.0,13.900823134912333,0.0
11117352,,6.0,67.52824533613074,0.0
11117755,,7.0,23.66868934243197,0.0
11118808,,0.0,380.0062743406756,0.0
11119299,Knights Key Boulevard,6.0,86.04886765524726,0.0
118775705,,0.0,23.32929788827812,0.0
119008720,,6.0,99.55583774713966,0.0
128504333,Overseas Highway,0.0,41.17156485681113,0.0
797906618,,8.0,88.05761397765649,0.0
11119290,Kyle Way East,5.0,45.60808719382684,0.0
11122688,,0.0,43.522250974667855,0.0
27826229,Kyle Way South,0.0,56.10895581929567,0.0
27826234,Kyle Way West,0.0,90.48322280525332,0.0
132683335,,0.0,12.525113964894452,0.0
132683351,,0.0,34.87193251144082,0.0
171582220,,0.0,3.539941954999867,0.0
303339408,,0.0,46.299431246001205,0.0
303339409,,0.0,28.82341428070696,0.0
303339410,,0.0,38.94780154297461,0.0
303339411,,0.0,45.59174208149295,0.0
303339412,,0.0,42.46219707756135,0.0
317308186,Overseas Highway,0.0,35.55889898624062,0.0
337773082,,0.0,2.115258555604636,0.0
337773083,,0.0,7.991472176401689,0.0
337773084,,0.0,1.1861210344991002,0.0
337773085,,0.0,1.5326323852576598,0.0
337773086,,0.0,55.18636273915333,0.0
797906615,,5.0,27.99299148448756,0.0
1017961114,,0.0,43.96482102129883,0.0
1020641533,,0.0,11.826948877251398,0.0
1020641534,,0.0,22.498810469561867,0.0
11117888,,8.0,5.090393016226853,0.0
11119189,Ocean View Avenue,8.0,28.431411850161343,0.0
11122664,Overseas Highway,6.0,35.12150545883459,0.0
11122719,Overseas Highway,7.0,101.59485577831086,0.0
493478138,,7.0,66.79848961041756,0.0
493478141,,7.0,72.17466516328302,0.0
493478142,,7.0,72.8428427939524,0.0
493478143,,7.0,96.88589842299008,0.0
493478145,,7.0,99.79445999774622,0.0
797906616,,6.0,118.0089367246666,0.0
797906619,,8.0,88.05761397765649,0.0
1345234023,,6.0,72.67220449121365,0.0
1345234024,,6.0,100.17469616734112,0.0
11115854,,8.0,84.94805123784515,0.0
11115856,,7.0,81.05629041708494,0.0
11116480,,6.0,18.188156742350767,0.0
11116483,,6.0,15.973551212071348,0.0
11116559,,8.0,20.567290826398462,0.0
11116863,,3.0,10.749846072651598,0.0
11117015,,8.0,36.95341463109106,0.0
11117043,,7.0,5.004743684863491,0.0
11117060,,8.0,119.33453104064142,0.0
11117816,,6.0,18.39370474758482,0.0
11117819,,6.0,10.425349045048335,0.0
11117872,,5.0,14.939703880809192,0.0
11118221,,7.0,64.60962409846572,0.0
11120291,11th Street Ocean,3.0,82.09793380768733,0.0
11120325,Bay Street,6.0,57.69852995259777,0.0
