id,name,geometry
254962351,,"{""type"": ""LineString"", ""coordinates"": [[-80.049656, 26.610822], [-80.0495137, 26.6108003], [-80.049347, 26.6107785], [-80.0491925, 26.6107639], [-80.0490148, 26.6107686]]}"
571725909,,"{""type"": ""LineString"", ""coordinates"": [[-80.051727, 26.606038], [-80.0517257, 26.6061092], [-80.0517283, 26.6062019], [-80.0519496, 26.6062031]]}"
571725917,,"{""type"": ""LineString"", ""coordinates"": [[-80.0522025, 26.606769], [-80.0521399, 26.6067701], [-80.0520596, 26.6067715], [-80.0520489, 26.6069369], [-80.0521339, 26.6069459], [-80.0521959, 26.6069525]]}"
632193089,,"{""type"": ""LineString"", ""coordinates"": [[-80.0503883, 26.6097937], [-80.0503917, 26.6098322], [-80.0503976, 26.6098997]]}"
632193090,,"{""type"": ""LineString"", ""coordinates"": [[-80.0503157, 26.6097588], [-80.0496661, 26.6098687], [-80.0496358, 26.6099566]]}"
632193091,,"{""type"": ""LineString"", ""coordinates"": [[-80.0497492, 26.6099828], [-80.0496862, 26.6099683], [-80.0496358, 26.6099566]]}"
632193092,,"{""type"": ""LineString"", ""coordinates"": [[-80.0497492, 26.6099828], [-80.05017, 26.6099372], [-80.0503976, 26.6098997]]}"
632193093,,"{""type"": ""LineString"", ""coordinates"": [[-80.0503976, 26.6098997], [-80.0506089, 26.6098997], [-80.0505774, 26.6108143], [-80.0501472, 26.6108018], [-80.0497071, 26.610789], [-80.0497492, 26.6099828]]}"
632193094,,"{""type"": ""LineString"", ""coordinates"": [[-80.0506089, 26.6098997], [-80.0506677, 26.6099006], [-80.0507192, 26.6099014]]}"
632193095,,"{""type"": ""LineString"", ""coordinates"": [[-80.0507192, 26.6099014], [-80.0507295, 26.6098365], [-80.050735, 26.6098021]]}"
632193096,,"{""type"": ""LineString"", ""coordinates"": [[-80.0506089, 26.6098997], [-80.0506131, 26.6098344], [-80.0506153, 26.6097992]]}"
632193097,,"{""type"": ""LineString"", ""coordinates"": [[-80.0507192, 26.6099014], [-80.0515958, 26.60992], [-80.0515611, 26.6108334], [-80.0507003, 26.6108193], [-80.0507192, 26.6099014]]}"
632193098,,"{""type"": ""LineString"", ""coordinates"": [[-80.0507003, 26.6108193], [-80.0506361, 26.6108167], [-80.0505774, 26.6108143]]}"
632193099,,"{""type"": ""LineString"", ""coordinates"": [[-80.0515954, 26.6098228], [-80.0515956, 26.6098596], [-80.0515958, 26.60992], [-80.0516469, 26.6099212], [-80.0517198, 26.6099175], [-80.0517197, 26.6098634], [-80.0517223, 26.6098259]]}"
632193110,,"{""type"": ""LineString"", ""coordinates"": [[-80.0515611, 26.6108334], [-80.0516156, 26.610829], [-80.0516835, 26.6108185]]}"
632196875,,"{""type"": ""LineString"", ""coordinates"": [[-80.0522102, 26.6048884], [-80.0522079, 26.6048349], [-80.0522115, 26.6048076]]}"
632244870,,"{""type"": ""LineString"", ""coordinates"": [[-80.0521635, 26.6060072], [-80.0522102, 26.6048884]]}"
632244873,,"{""type"": ""LineString"", ""coordinates"": [[-80.0519685, 26.6048029], [-80.0519684, 26.604828], [-80.0519653, 26.6048727]]}"
632244878,,"{""type"": ""LineString"", ""coordinates"": [[-80.0505507, 26.6059672], [-80.0505036, 26.6059669], [-80.0504507, 26.6059686]]}"
632244882,,"{""type"": ""LineString"", ""coordinates"": [[-80.0505493, 26.6060399], [-80.0505002, 26.6060403], [-80.0504474, 26.6060423]]}"
632244884,,"{""type"": ""LineString"", ""coordinates"": [[-80.0512337, 26.6059825], [-80.0512346, 26.606024], [-80.0512396, 26.6060711], [-80.0511777, 26.6060754], [-80.0510825, 26.6060745], [-80.0510558, 26.6060742], [-80.051059, 26.6060158], [-80.0510619, 26.6059799]]}"
632249620,,"{""type"": ""LineString"", ""coordinates"": [[-80.0511654, 26.6083939], [-80.0511019, 26.6083913], [-80.0510133, 26.6083908], [-80.0509646, 26.6083906]]}"
632249622,,"{""type"": ""LineString"", ""coordinates"": [[-80.0520787, 26.6085382], [-80.0520816, 26.608467], [-80.0520838, 26.6084137], [-80.0521445, 26.6084173], [-80.052221, 26.6084219], [-80.0522174, 26.6084708], [-80.052213, 26.608532], [-80.0521419, 26.6085353], [-80.0520787, 26.6085382]]}"
632249633,,"{""type"": ""LineString"", ""coordinates"": [[-80.0520787, 26.6085382], [-80.051859, 26.6085342], [-80.0511633, 26.6084978]]}"
632249634,,"{""type"": ""LineString"", ""coordinates"": [[-80.0509625, 26.6084945], [-80.0504546, 26.608477]]}"
632249635,,"{""type"": ""LineString"", ""coordinates"": [[-80.0504546, 26.608477], [-80.0504174, 26.6084765], [-80.050361, 26.6084743]]}"
632249636,,"{""type"": ""LineString"", ""coordinates"": [[-80.0504575, 26.6083803], [-80.0504214, 26.608377], [-80.0503647, 26.6083773]]}"
636155828,,"{""type"": ""LineString"", ""coordinates"": [[-80.0489021, 26.6100281], [-80.0489034, 26.6099349], [-80.0490758, 26.60994]]}"
636418596,,"{""type"": ""LineString"", ""coordinates"": [[-80.0517283, 26.6062019], [-80.0516737, 26.6084076]]}"
636418604,,"{""type"": ""LineString"", ""coordinates"": [[-80.051727, 26.606038], [-80.0517289, 26.6059983], [-80.0517408, 26.6058435], [-80.0517473, 26.6057391], [-80.0517515, 26.6056754], [-80.0517526, 26.6055979], [-80.0517537, 26.6054563], [-80.051775, 26.6050154], [-80.0517763, 26.6049458], [-80.0517714, 26.6048816], [-80.0517979, 26.6048483], [-80.0518195, 26.6048251]]}"
756871843,,"{""type"": ""LineString"", ""coordinates"": [[-80.0504059, 26.6087207], [-80.0503526, 26.6087171], [-80.0500957, 26.6087104], [-80.0499551, 26.6087031], [-80.0497997, 26.608692], [-80.0497644, 26.6086597], [-80.0497422, 26.6086347], [-80.0497348, 26.6085994], [-80.0497422, 26.6085524], [-80.0497825, 26.6085347], [-80.0498186, 26.6085472], [-80.049831, 26.6085737], [-80.0498285, 26.6086156], [-80.0498228, 26.6086538], [-80.0497997, 26.608692]]}"
756871844,,"{""type"": ""LineString"", ""coordinates"": [[-80.050172, 26.6098628], [-80.05017, 26.6099372], [-80.0501472, 26.6108018], [-80.0501463, 26.6108357]]}"
794608736,,"{""type"": ""LineString"", ""coordinates"": [[-80.0519466, 26.6048283], [-80.0519472, 26.604802], [-80.0519424, 26.6045912], [-80.0519329, 26.6045304], [-80.0519111, 26.604438]]}"
914964955,Federal Highway,"{""type"": ""LineString"", ""coordinates"": [[-80.0521619, 26.6079182], [-80.0521445, 26.6084173], [-80.0521427, 26.6084688], [-80.0521419, 26.6085353], [-80.0521404, 26.6086637], [-80.0521491, 26.6088398], [-80.05217, 26.6090268], [-80.0521714, 26.6090339]]}"
914964957,,"{""type"": ""LineString"", ""coordinates"": [[-80.0518493, 26.6090175], [-80.051859, 26.6085342], [-80.0518604, 26.6084607]]}"
1019388081,,"{""type"": ""LineString"", ""coordinates"": [[-80.0519101, 26.6048711], [-80.0519087, 26.6048271], [-80.0519067, 26.6048004]]}"
1074066108,,"{""type"": ""LineString"", ""coordinates"": [[-80.0518604, 26.6084607], [-80.0518593, 26.60841], [-80.0518587, 26.6083831], [-80.0518579, 26.6083512], [-80.051839, 26.6083309], [-80.0518206, 26.6083552], [-80.0518196, 26.6083847], [-80.0518187, 26.6084096], [-80.0518169, 26.6084595]]}"
1074066109,,"{""type"": ""LineString"", ""coordinates"": [[-80.051839, 26.6083309], [-80.0518383, 26.608232], [-80.051827, 26.608202], [-80.0518093, 26.6081828], [-80.0518042, 26.6081506], [-80.0518149, 26.607825]]}"
1074984851,,"{""type"": ""LineString"", ""coordinates"": [[-80.0518493, 26.6090175], [-80.0518573, 26.6090235], [-80.0521249, 26.6090324], [-80.0521714, 26.6090339]]}"
1184665120,,"{""type"": ""LineString"", ""coordinates"": [[-80.0521624, 26.6061102], [-80.0521399, 26.6067701], [-80.0521339, 26.6069459], [-80.0520838, 26.6084137], [-80.0518593, 26.60841], [-80.0518187, 26.6084096], [-80.0516931, 26.6084078], [-80.0516737, 26.6084076], [-80.0516421, 26.6084071], [-80.0511654, 26.6083939]]}"
1184665121,,"{""type"": ""LineString"", ""coordinates"": [[-80.0510024, 26.6084951], [-80.0510881, 26.6084963], [-80.0511633, 26.6084978], [-80.0511645, 26.6084407], [-80.0511654, 26.6083939]]}"
1184665122,,"{""type"": ""LineString"", ""coordinates"": [[-80.0512535, 26.6063155], [-80.0512574, 26.6062248], [-80.0512396, 26.6060711], [-80.0514742, 26.6060814], [-80.051698, 26.6061092], [-80.0517186, 26.6061092], [-80.0517257, 26.6061092], [-80.0517525, 26.6061093], [-80.0521624, 26.6061102]]}"
1184665123,,"{""type"": ""LineString"", ""coordinates"": [[-80.0509646, 26.6083906], [-80.0504757, 26.6083809], [-80.0504575, 26.6083803]]}"
1184665124,,"{""type"": ""LineString"", ""coordinates"": [[-80.0509646, 26.6083906], [-80.0509637, 26.6084344], [-80.0509625, 26.6084945], [-80.0510024, 26.6084951]]}"
1184665126,,"{""type"": ""LineString"", ""coordinates"": [[-80.0503224, 26.6095684], [-80.0503157, 26.6097588]]}"
1184665127,,"{""type"": ""LineString"", ""coordinates"": [[-80.0504575, 26.6083803], [-80.0504567, 26.6084176], [-80.0504546, 26.608477], [-80.0504483, 26.6086364], [-80.0504519, 26.6087565]]}"
1184665128,,"{""type"": ""LineString"", ""coordinates"": [[-80.0503526, 26.6087171], [-80.050361, 26.6084743], [-80.0503647, 26.6083773]]}"
1184665129,,"{""type"": ""LineString"", ""coordinates"": [[-80.0503157, 26.6097588], [-80.0503585, 26.6097794], [-80.0503883, 26.6097937]]}"
1184665134,,"{""type"": ""LineString"", ""coordinates"": [[-80.0519101, 26.6048711], [-80.0519653, 26.6048727], [-80.0522102, 26.6048884]]}"
1188194148,,"{""type"": ""LineString"", ""coordinates"": [[-80.0521635, 26.6060072], [-80.0521631, 26.6060483], [-80.0521624, 26.6061102]]}"
1188194151,,"{""type"": ""LineString"", ""coordinates"": [[-80.0514925, 26.6043644], [-80.0513209, 26.6043637], [-80.0512549, 26.6043611]]}"
1188194159,,"{""type"": ""LineString"", ""coordinates"": [[-80.05043, 26.6062901], [-80.0504184, 26.6063714], [-80.0504207, 26.60649], [-80.0504201, 26.6065193], [-80.050416, 26.6067048], [-80.0504114, 26.6069129], [-80.0504057, 26.6071715]]}"
1188196567,,"{""type"": ""LineString"", ""coordinates"": [[-80.0502848, 26.6069058], [-80.0504114, 26.6069129], [-80.0504705, 26.6069209]]}"
1188196568,,"{""type"": ""LineString"", ""coordinates"": [[-80.0502275, 26.6068534], [-80.0502484, 26.6068594], [-80.0502661, 26.6068709], [-80.0502786, 26.606887], [-80.0502848, 26.6069058], [-80.0502837, 26.6069257], [-80.0502754, 26.6069443], [-80.0502608, 26.6069594], [-80.0502415, 26.6069694], [-80.0502195, 26.6069732], [-80.0501974, 26.6069703], [-80.0501775, 26.6069612], [-80.0501621, 26.6069467], [-80.0501529, 26.6069285], [-80.0501508, 26.6069086], [-80.0501561, 26.6068892], [-80.0501679, 26.6068727], [-80.0501851, 26.6068605], [-80.0502056, 26.6068538], [-80.0502275, 26.6068534]]}"
1188196569,,"{""type"": ""LineString"", ""coordinates"": [[-80.0504784, 26.6066854], [-80.050416, 26.6067048], [-80.0503, 26.6066999], [-80.050245, 26.6066838], [-80.0502215, 26.6066556], [-80.0502315, 26.6066257], [-80.050263, 26.606587], [-80.0503406, 26.6065321], [-80.0504201, 26.6065193], [-80.0504839, 26.6065233]]}"
571358544,,"{""type"": ""LineString"", ""coordinates"": [[-80.0378975, 26.5979674], [-80.0378946, 26.5981172]]}"
571358546,,"{""type"": ""LineString"", ""coordinates"": [[-80.0378761, 26.5984351], [-80.0378519, 26.5988489]]}"
571358547,,"{""type"": ""LineString"", ""coordinates"": [[-80.0386219, 26.5981431], [-80.0378946, 26.5981172], [-80.0378897, 26.5981982], [-80.0378815, 26.5983345], [-80.0378761, 26.5984351]]}"
571359146,,"{""type"": ""LineString"", ""coordinates"": [[-80.0382368, 26.6029823], [-80.0380893, 26.6029796], [-80.0378466, 26.6029751], [-80.0378224, 26.6033924], [-80.0380598, 26.603402], [-80.0380893, 26.6029796]]}"
571359147,,"{""type"": ""LineString"", ""coordinates"": [[-80.0385703, 26.6029907], [-80.0382368, 26.6029823], [-80.0382502, 26.6024487]]}"
571359148,,"{""type"": ""LineString"", ""coordinates"": [[-80.0380813, 26.6015962], [-80.0380778, 26.6017724], [-80.0380678, 26.6022868], [-80.0382462, 26.6022844], [-80.0382435, 26.601776], [-80.0380778, 26.6017724]]}"
571359149,,"{""type"": ""LineString"", ""coordinates"": [[-80.0385571, 26.6016069], [-80.0380813, 26.6015962], [-80.037813, 26.6015901], [-80.0378345, 26.6011104], [-80.0382704, 26.6011176]]}"
571359150,,"{""type"": ""LineString"", ""coordinates"": [[-80.0378479, 26.6004209], [-80.0379914, 26.6004377], [-80.0379793, 26.6009102], [-80.0377661, 26.6009066], [-80.0377741, 26.6005085], [-80.0378479, 26.6004209]]}"
571359151,,"{""type"": ""LineString"", ""coordinates"": [[-80.0378472, 26.6001664], [-80.0378474, 26.6002426], [-80.0378479, 26.6004209]]}"
571359152,,"{""type"": ""LineString"", ""coordinates"": [[-80.0378533, 26.5999832], [-80.0380115, 26.5999713], [-80.0380424, 26.5995], [-80.0378023, 26.599494], [-80.0377969, 26.5998933], [-80.0378533, 26.5999832]]}"
571359153,,"{""type"": ""LineString"", ""coordinates"": [[-80.0385415, 26.6001828], [-80.0378472, 26.6001664], [-80.0378533, 26.5999832]]}"
571359769,,"{""type"": ""LineString"", ""coordinates"": [[-80.0385768, 26.6040171], [-80.0384419, 26.6040214], [-80.0383334, 26.6040075], [-80.0378372, 26.6039979], [-80.0376803, 26.60395], [-80.0374442, 26.603944], [-80.0373423, 26.6039812], [-80.0370432, 26.60398]]}"
571359770,,"{""type"": ""LineString"", ""coordinates"": [[-80.0385782, 26.6038217], [-80.0375408, 26.6037965], [-80.0374509, 26.6038481], [-80.037353, 26.6038397], [-80.0372766, 26.6037905], [-80.0370379, 26.6037797]]}"
571359771,,"{""type"": ""LineString"", ""coordinates"": [[-80.0385758, 26.6035735], [-80.037518, 26.6035495]]}"
763049636,,"{""type"": ""LineString"", ""coordinates"": [[-80.0385626, 26.5993103], [-80.0378643, 26.5992843], [-80.0378495, 26.5992778], [-80.0377618, 26.5992107]]}"
768415481,,"{""type"": ""LineString"", ""coordinates"": [[-80.0377118, 26.598485], [-80.0377072, 26.5987458], [-80.037709, 26.5988154], [-80.0377337, 26.5988429], [-80.0378519, 26.5988489], [-80.0379872, 26.5988558], [-80.0380201, 26.5988413], [-80.0380327, 26.5988093], [-80.0380565, 26.5983992], [-80.0380424, 26.5983584], [-80.0380079, 26.5983348], [-80.0378815, 26.5983345]]}"
768415482,,"{""type"": ""LineString"", ""coordinates"": [[-80.0377118, 26.598485], [-80.0377295, 26.5984563], [-80.037756, 26.5984404], [-80.0378761, 26.5984351]]}"
768415483,,"{""type"": ""LineString"", ""coordinates"": [[-80.0380614, 26.597961], [-80.0380265, 26.5979727], [-80.0378975, 26.5979674]]}"
1342256127,,"{""type"": ""LineString"", ""coordinates"": [[-80.0378897, 26.5981982], [-80.0386173, 26.59822]]}"
1342256128,,"{""type"": ""LineString"", ""coordinates"": [[-80.0378474, 26.6002426], [-80.0385423, 26.6002581]]}"
571359767,,"{""type"": ""LineString"", ""coordinates"": [[-80.0382315, 26.6045886], [-80.0382274, 26.6043157]]}"
571360277,,"{""type"": ""LineString"", ""coordinates"": [[-80.0381967, 26.6108326], [-80.0382698, 26.6108212], [-80.0384112, 26.6107991], [-80.0398649, 26.6108075]]}"
571359762,,"{""type"": ""LineString"", ""coordinates"": [[-80.0379726, 26.60663], [-80.0379512, 26.6067846], [-80.037687, 26.6071672]]}"
571359763,,"{""type"": ""LineString"", ""coordinates"": [[-80.0383238, 26.6066527], [-80.0379726, 26.60663], [-80.0379498, 26.6064825], [-80.0377272, 26.6061383]]}"
571359764,,"{""type"": ""LineString"", ""coordinates"": [[-80.0379659, 26.6055748], [-80.0380437, 26.605582], [-80.0381362, 26.6055484], [-80.0382377, 26.6054146], [-80.0382999, 26.6053325]]}"
571359765,,"{""type"": ""LineString"", ""coordinates"": [[-80.0380063, 26.6051153], [-80.0379646, 26.6052114], [-80.0379659, 26.6055748], [-80.0377795, 26.6057282]]}"
571359766,,"{""type"": ""LineString"", ""coordinates"": [[-80.038507, 26.605321], [-80.0382999, 26.6053325], [-80.0382167, 26.605271], [-80.0380063, 26.6051153], [-80.0377782, 26.6049464]]}"
571359768,,"{""type"": ""LineString"", ""coordinates"": [[-80.0385603, 26.6045902], [-80.0383497, 26.6045892], [-80.0382315, 26.6045886], [-80.0375912, 26.6045855], [-80.0370862, 26.6045831]]}"
571360278,,"{""type"": ""LineString"", ""coordinates"": [[-80.038153, 26.610692], [-80.038226, 26.6106814], [-80.0383575, 26.6106624], [-80.0386284, 26.6106648]]}"
571360279,,"{""type"": ""LineString"", ""coordinates"": [[-80.0377151, 26.6102871], [-80.0377232, 26.6100665], [-80.0376937, 26.6095941], [-80.0376022, 26.6094581], [-80.0375341, 26.6093567], [-80.0375998, 26.6092547], [-80.0376816, 26.6090869], [-80.0377285, 26.6088662], [-80.0377178, 26.6084502]]}"
571360280,,"{""type"": ""LineString"", ""coordinates"": [[-80.037895, 26.6077692], [-80.0379002, 26.6079993], [-80.0378227, 26.6080679], [-80.0376186, 26.6082487], [-80.0373619, 26.6082437]]}"
571360281,,"{""type"": ""LineString"", ""coordinates"": [[-80.037895, 26.6077692], [-80.0379579, 26.6076396], [-80.0378755, 26.6075521], [-80.0376588, 26.6073218], [-80.0373741, 26.6073215]]}"
571360283,,"{""type"": ""LineString"", ""coordinates"": [[-80.0381325, 26.610612], [-80.0379763, 26.6106078], [-80.0371334, 26.6105849], [-80.0371272, 26.6105856]]}"
853220378,,"{""type"": ""LineString"", ""coordinates"": [[-80.0371272, 26.6105856], [-80.0371198, 26.610591], [-80.0371153, 26.6105964], [-80.0371064, 26.6106044], [-80.0370894, 26.6106152], [-80.0370707, 26.6106246], [-80.0370095, 26.6106545], [-80.0369862, 26.6106697], [-80.036978, 26.6106823], [-80.0369736, 26.610704], [-80.0369736, 26.6107266], [-80.0369789, 26.610747], [-80.0369882, 26.6107634], [-80.0370042, 26.6107756], [-80.0370212, 26.610783], [-80.0370401, 26.6107856], [-80.0373148, 26.6107943], [-80.0375599, 26.6108021], [-80.0379157, 26.6108129], [-80.0379536, 26.6108099], [-80.037967, 26.6108074], [-80.038039, 26.6107943], [-80.0381821, 26.6107857]]}"
1134821051,,"{""type"": ""LineString"", ""coordinates"": [[-80.0382066, 26.6074362], [-80.0381218, 26.607432], [-80.0380095, 26.6074567], [-80.0379537, 26.6074963], [-80.0378755, 26.6075521]]}"
1134821052,,"{""type"": ""LineString"", ""coordinates"": [[-80.0378227, 26.6080679], [-80.0378789, 26.6081288], [-80.0379139, 26.6081667], [-80.0379937, 26.6082095], [-80.0380882, 26.6082277]]}"
1138580541,,"{""type"": ""LineString"", ""coordinates"": [[-80.0375912, 26.6045855], [-80.0375646, 26.6043852]]}"
1173184729,,"{""type"": ""LineString"", ""coordinates"": [[-80.0379697, 26.6092967], [-80.0376976, 26.6092658], [-80.0375998, 26.6092547]]}"
1173184730,,"{""type"": ""LineString"", ""coordinates"": [[-80.0376022, 26.6094581], [-80.037654, 26.609415], [-80.037967, 26.609414]]}"
137576476,Lucerne Avenue,"{""type"": ""LineString"", ""coordinates"": [[-80.0524017, 26.61648], [-80.0526004, 26.6164871], [-80.0528908, 26.6164975], [-80.05336, 26.6165143], [-80.053379, 26.616515], [-80.0534656, 26.6165174], [-80.054358, 26.616542], [-80.0543687, 26.6165423], [-80.0545204, 26.6165466], [-80.0547351, 26.6165528], [-80.0548428, 26.6165552], [-80.0548852, 26.6165571], [-80.0552532, 26.6165676], [-80.055321, 26.6165695], [-80.055337, 26.61657]]}"
481221578,,"{""type"": ""LineString"", ""coordinates"": [[-80.056275, 26.6170755], [-80.0561752, 26.6170727], [-80.0558018, 26.6170621], [-80.0553716, 26.6170499], [-80.0553204, 26.6170485], [-80.05526, 26.6170469], [-80.0551543, 26.6170442], [-80.0548294, 26.6170347], [-80.0546641, 26.6170299], [-80.0545045, 26.6170254], [-80.0543961, 26.6170224], [-80.0543545, 26.6170212], [-80.0543414, 26.6170208], [-80.0542908, 26.6170194], [-80.0542, 26.6170168], [-80.0538498, 26.6170069], [-80.0537286, 26.6170035], [-80.0534159, 26.6169931], [-80.0533624, 26.6169931]]}"
481221586,,"{""type"": ""LineString"", ""coordinates"": [[-80.0572794, 26.6154487], [-80.0572255, 26.6154466], [-80.0569827, 26.615437], [-80.0568298, 26.6154309], [-80.0564061, 26.6154142], [-80.056351, 26.615412], [-80.0563229, 26.6154109], [-80.0562352, 26.6154087], [-80.0559874, 26.6154026], [-80.0558928, 26.6154003], [-80.0557764, 26.6153974], [-80.0554302, 26.6153889], [-80.0553772, 26.6153876], [-80.0553602, 26.6153872], [-80.0553273, 26.6153864], [-80.0548802, 26.6153754], [-80.0544538, 26.6153649], [-80.0544437, 26.6153646], [-80.0544105, 26.6153638], [-80.0543987, 26.6153635], [-80.0543469, 26.6153624], [-80.0539131, 26.6153532], [-80.0537548, 26.6153476], [-80.0534733, 26.6153407], [-80.0534201, 26.6153394]]}"
566753375,,"{""type"": ""LineString"", ""coordinates"": [[-80.0535061, 26.6146198], [-80.0534733, 26.6153407], [-80.0534594, 26.6157278], [-80.0534899, 26.6157289], [-80.0539037, 26.6157439], [-80.0543092, 26.6157586], [-80.0543335, 26.6157594], [-80.0543349, 26.6157169], [-80.0543436, 26.61546], [-80.0543469, 26.6153624], [-80.0543473, 26.6153509], [-80.0543513, 26.6152344], [-80.0543553, 26.6151146], [-80.0543714, 26.6146403], [-80.0535061, 26.6146198]]}"
566753376,,"{""type"": ""LineString"", ""coordinates"": [[-80.0543134, 26.616487], [-80.0543329, 26.6159055], [-80.054333, 26.6159002], [-80.0543044, 26.6158994], [-80.0534842, 26.6158788], [-80.0534518, 26.615878], [-80.0534517, 26.6158813], [-80.0534496, 26.6159594], [-80.0534447, 26.6161399], [-80.0534364, 26.6164462], [-80.053436, 26.6164619], [-80.0534671, 26.6164628], [-80.0535184, 26.6164647], [-80.0543134, 26.616487]]}"
566753377,,"{""type"": ""LineString"", ""coordinates"": [[-80.0532916, 26.615953], [-80.0533246, 26.6159145], [-80.053326, 26.6158786], [-80.0529659, 26.6158717], [-80.0527965, 26.6158693], [-80.0526216, 26.6158638], [-80.0525159, 26.6158605], [-80.0524978, 26.6158649], [-80.052485, 26.6158648], [-80.0524748, 26.6164159]]}"
566753378,,"{""type"": ""LineString"", ""coordinates"": [[-80.0527965, 26.6158693], [-80.0527967, 26.6158765], [-80.0527931, 26.6159488], [-80.0527921, 26.6159732]]}"
566753379,,"{""type"": ""LineString"", ""coordinates"": [[-80.0529603, 26.6160056], [-80.0529512, 26.6160033], [-80.0527931, 26.6159488]]}"
566753380,,"{""type"": ""LineString"", ""coordinates"": [[-80.052646, 26.6159844], [-80.0527931, 26.6159488]]}"
566753381,,"{""type"": ""LineString"", ""coordinates"": [[-80.0529659, 26.6158717], [-80.0529603, 26.6160056], [-80.0529542, 26.6160191], [-80.0529539, 26.616028], [-80.0529419, 26.6164492]]}"
566753382,,"{""type"": ""LineString"", ""coordinates"": [[-80.053326, 26.6158786], [-80.0533609, 26.615879]]}"
566753383,,"{""type"": ""LineString"", ""coordinates"": [[-80.0533609, 26.615879], [-80.0533818, 26.6158795], [-80.0534014, 26.61588], [-80.0534226, 26.6158805]]}"
566753384,,"{""type"": ""LineString"", ""coordinates"": [[-80.0534226, 26.6158805], [-80.0534517, 26.6158813]]}"
566753385,,"{""type"": ""LineString"", ""coordinates"": [[-80.0534842, 26.6158788], [-80.0534856, 26.6158425]]}"
566753386,,"{""type"": ""LineString"", ""coordinates"": [[-80.0534856, 26.6158425], [-80.0534869, 26.6158053], [-80.053488, 26.6157714]]}"
566753387,,"{""type"": ""LineString"", ""coordinates"": [[-80.053488, 26.6157714], [-80.0534899, 26.6157289]]}"
566753392,,"{""type"": ""LineString"", ""coordinates"": [[-80.0533554, 26.61574], [-80.0533563, 26.615713], [-80.053357, 26.6156924], [-80.053367, 26.6154033], [-80.0533725, 26.6152436], [-80.0533895, 26.6146155], [-80.0529524, 26.6146023], [-80.0526383, 26.6145937], [-80.0525197, 26.6145905]]}"
566753393,,"{""type"": ""LineString"", ""coordinates"": [[-80.0533554, 26.61574], [-80.0533281, 26.6157547]]}"
566753394,,"{""type"": ""LineString"", ""coordinates"": [[-80.0533281, 26.6157547], [-80.0533268, 26.6158011], [-80.0533257, 26.6158408], [-80.0533256, 26.6158448]]}"
566753395,,"{""type"": ""LineString"", ""coordinates"": [[-80.0533256, 26.6158448], [-80.053326, 26.6158786]]}"
566753396,,"{""type"": ""LineString"", ""coordinates"": [[-80.0533554, 26.61574], [-80.0533689, 26.6157405]]}"
566753397,,"{""type"": ""LineString"", ""coordinates"": [[-80.0533689, 26.6157405], [-80.0533865, 26.6157411], [-80.0534062, 26.6157417], [-80.0534438, 26.6157429]]}"
566753398,,"{""type"": ""LineString"", ""coordinates"": [[-80.0534438, 26.6157429], [-80.0534594, 26.6157278]]}"
566753399,,"{""type"": ""LineString"", ""coordinates"": [[-80.0525046, 26.6156913], [-80.0525038, 26.6157153]]}"
566753400,,"{""type"": ""LineString"", ""coordinates"": [[-80.0525038, 26.6157153], [-80.0525014, 26.6157755], [-80.0524982, 26.6158546]]}"
566753401,,"{""type"": ""LineString"", ""coordinates"": [[-80.0524982, 26.6158546], [-80.0524978, 26.6158649]]}"
571319047,,"{""type"": ""LineString"", ""coordinates"": [[-80.054403, 26.6152355], [-80.0543513, 26.6152344], [-80.053913, 26.6152247]]}"
571319049,,"{""type"": ""LineString"", ""coordinates"": [[-80.0544071, 26.6151155], [-80.0543553, 26.6151146], [-80.053913, 26.6151072], [-80.053913, 26.6152247], [-80.0539131, 26.6153532]]}"
571319051,,"{""type"": ""LineString"", ""coordinates"": [[-80.0534179, 26.6154046], [-80.0533981, 26.6154041], [-80.053367, 26.6154033], [-80.0529259, 26.6153913], [-80.0529123, 26.6157017], [-80.0529085, 26.6157881]]}"
571319053,,"{""type"": ""LineString"", ""coordinates"": [[-80.0539131, 26.6153532], [-80.0539067, 26.6155433]]}"
571319054,,"{""type"": ""LineString"", ""coordinates"": [[-80.0537548, 26.6153476], [-80.0537534, 26.6154873]]}"
571319075,,"{""type"": ""LineString"", ""coordinates"": [[-80.053365, 26.6169188], [-80.0532994, 26.6169175], [-80.0529353, 26.6169105], [-80.0529367, 26.6166527], [-80.0528835, 26.6166466]]}"
571319076,,"{""type"": ""LineString"", ""coordinates"": [[-80.0533581, 26.6171167], [-80.0533016, 26.6171145], [-80.0529327, 26.6170999]]}"
571319078,,"{""type"": ""LineString"", ""coordinates"": [[-80.0537286, 26.6170035], [-80.0537299, 26.6168559]]}"
571323639,,"{""type"": ""LineString"", ""coordinates"": [[-80.052373, 26.6172522], [-80.0524354, 26.6172534], [-80.0525625, 26.6172558]]}"
571323642,,"{""type"": ""LineString"", ""coordinates"": [[-80.0529353, 26.6169105], [-80.0528735, 26.6169074], [-80.052769, 26.6169021], [-80.0525263, 26.6169021], [-80.0524385, 26.6169285], [-80.0523828, 26.6169452]]}"
571349239,,"{""type"": ""LineString"", ""coordinates"": [[-80.0527181, 26.6121227], [-80.0527166, 26.6121664], [-80.052706, 26.6124778], [-80.0525982, 26.6124908], [-80.0525377, 26.6124981]]}"
571349240,,"{""type"": ""LineString"", ""coordinates"": [[-80.052336, 26.613321], [-80.0523278, 26.6137823]]}"
