time_gmt,observed_m,predicted_m,residual_m,minor_flood_threshold_m,water_level_above_threshold_m,rate_of_change_m_per_hr,tide_phase,month,season,is_above_threshold
2025-08-16 00:00:00,-0.279,-0.397,0.118,0.5700000000000003,0.0,,steady,8,summer,False
2025-08-16 01:00:00,-0.573,-0.677,0.10400000000000009,0.5700000000000003,0.0,-0.29399999999999993,falling,8,summer,False
