time_gmt,observed_m,predicted_m,residual_m,minor_flood_threshold_m,water_level_above_threshold_m,rate_of_change_m_per_hr,tide_phase,month,season,is_above_threshold
2015-11-13 00:00:00,-1.642,-1.774,0.13200000000000012,0.5700000000000003,0.0,,steady,11,fall,False
2015-11-13 01:00:00,-1.465,-1.615,0.1499999999999999,0.5700000000000003,0.0,0.17699999999999982,rising,11,fall,False
2015-11-13 02:00:00,-1.18,-1.327,0.14700000000000002,0.5700000000000003,0.0,0.28500000000000014,rising,11,fall,False
2015-11-13 03:00:00,-0.846,-0.993,0.14700000000000002,0.5700000000000003,0.0,0.33399999999999996,rising,11,fall,False
2015-11-13 04:00:00,-0.541,-0.691,0.1499999999999999,0.5700000000000003,0.0,0.30499999999999994,rising,11,fall,False
2015-11-13 05:00:00,-0.332,-0.49,0.15799999999999997,0.5700000000000003,0.0,0.20900000000000002,rising,11,fall,False
2015-11-13 06:00:00,-0.274,-0.437,0.16299999999999998,0.5700000000000003,0.0,0.057999999999999996,rising,11,fall,False
2015-11-13 07:00:00,-0.363,-0.53,0.16700000000000004,0.5700000000000003,0.0,-0.08899999999999997,falling,11,fall,False
2015-11-13 08:00:00,-0.56,-0.715,0.15499999999999992,0.5700000000000003,0.0,-0.19700000000000006,falling,11,fall,False
2015-11-13 09:00:00,-0.78,-0.915,0.135,0.5700000000000003,0.0,-0.21999999999999997,falling,11,fall,False
2015-11-13 10:00:00,-0.925,-1.066,0.14100000000000001,0.5700000000000003,0.0,-0.14500000000000002,falling,11,fall,False
2015-11-13 11:00:00,-0.968,-1.115,0.14700000000000002,0.5700000000000003,0.0,-0.04299999999999993,falling,11,fall,False
2015-11-13 12:00:00,-0.876,-1.029,0.1529999999999999,0.5700000000000003,0.0,0.09199999999999997,rising,11,fall,False
2015-11-13 13:00:00,-0.647,-0.806,0.15900000000000003,0.5700000000000003,0.0,0.22899999999999998,rising,11,fall,False
2015-11-13 14:00:00,-0.337,-0.498,0.16099999999999998,0.5700000000000003,0.0,0.31,rising,11,fall,False
2015-11-13 15:00:00,-0.029,-0.189,0.16,0.5700000000000003,0.0,0.308,rising,11,fall,False
2015-11-13 16:00:00,0.209,0.046,0.16299999999999998,0.5700000000000003,0.0,0.238,rising,11,fall,False
2015-11-13 17:00:00,0.332,0.146,0.18600000000000003,0.5700000000000003,0.0,0.12300000000000003,rising,11,fall,False
2015-11-13 18:00:00,0.264,0.073,0.191,0.5700000000000003,0.0,-0.068,falling,11,fall,False
2015-11-13 19:00:00,0.007,-0.174,0.181,0.5700000000000003,0.0,-0.257,falling,11,fall,False
2015-11-13 20:00:00,-0.369,-0.547,0.17800000000000005,0.5700000000000003,0.0,-0.376,falling,11,fall,False
2015-11-13 21:00:00,-0.793,-0.966,0.17299999999999993,0.5700000000000003,0.0,-0.42400000000000004,falling,11,fall,False
2015-11-13 22:00:00,-1.189,-1.351,0.16199999999999992,0.5700000000000003,0.0,-0.396,falling,11,fall,False
2015-11-13 23:00:00,-1.5,-1.637,0.137,0.5700000000000003,0.0,-0.31099999999999994,falling,11,fall,False
2015-11-14 00:00:00,-1.631,-1.772,0.14100000000000001,0.5700000000000003,0.0,-0.131,falling,11,fall,False
2015-11-14 01:00:00,-1.537,-1.728,0.19100000000000006,0.5700000000000003,0.0,0.09400000000000008,rising,11,fall,False
2015-11-14 02:00:00,-1.353,-1.523,0.16999999999999993,0.5700000000000003,0.0,0.18399999999999994,rising,11,fall,False
2015-11-14 03:00:00,-1.08,-1.223,0.14300000000000002,0.5700000000000003,0.0,0.2729999999999999,rising,11,fall,False
2015-11-14 04:00:00,-0.753,-0.91,0.15700000000000003,0.5700000000000003,0.0,0.32700000000000007,rising,11,fall,False
2015-11-14 05:00:00,-0.475,-0.655,0.18000000000000005,0.5700000000000003,0.0,0.278,rising,11,fall,False
2015-11-14 06:00:00,-0.316,-0.511,0.195,0.5700000000000003,0.0,0.15899999999999997,rising,11,fall,False
2015-11-14 07:00:00,-0.305,-0.502,0.197,0.5700000000000003,0.0,0.01100000000000001,rising,11,fall,False
2015-11-14 08:00:00,-0.439,-0.613,0.174,0.5700000000000003,0.0,-0.134,falling,11,fall,False
2015-11-14 09:00:00,-0.622,-0.785,0.16300000000000003,0.5700000000000003,0.0,-0.183,falling,11,fall,False
