id,name,elevation_m,distance_to_coastline_m,flood_onset_threshold_m,cii_max,inundation_depth_cm
578624525,,11.0,178.26599516484643,11.57,0.0,0.0
578624526,,11.0,182.299482996424,11.57,0.0,0.0
578624529,,11.0,151.96621193768476,11.57,0.0,0.0
578918808,,4.0,199.9284219777768,4.57,0.0,0.0
578920209,,12.0,404.414857456198,12.57,0.0,0.0
593987189,West Island Avenue,7.0,279.05656115088914,7.57,0.0,0.0
593992490,Union Street,23.0,482.9726194000655,23.57,0.0,0.0
594011056,West G Street,23.0,479.4459043719701,23.57,0.0,0.0
608700821,,20.0,735.9532762269179,20.57,0.0,0.0
642337374,West A Street,21.0,764.2095799588021,21.57,0.0,0.0
642751806,Union Street,21.0,734.0577838751926,21.57,0.0,0.0
699985692,West Harbor Drive,10.0,239.6589353147699,10.57,0.0,0.0
699985693,The Embarcadero,6.0,6.19942977289691,6.57,0.0,0.0
754087410,,21.0,38.07270246046316,21.57,0.0,0.0
754709679,,3.0,364.03501708868936,3.5700000000000003,0.0,0.0
773885716,,20.0,756.5715703410393,20.57,0.0,0.0
773888904,,12.0,408.9742330758238,12.57,0.0,0.0
773888905,,12.0,473.6364826113838,12.57,0.0,0.0
784641498,Midway Place,0.0,115.32320679393622,0.5700000000000003,0.1568281497179358,19.299999999999972
784641502,Manchester Place,8.0,90.6188351783453,8.57,0.0,0.0
818297820,West Broadway,8.0,117.35783882928848,8.57,0.0,0.0
834044039,Kettner Boulevard,3.0,374.0037425621777,3.5700000000000003,0.0,0.0
886098738,,7.0,320.0669586351448,7.57,0.0,0.0
935112657,,8.0,58.95937769559714,8.57,0.0,0.0
1009219929,West Broadway,20.0,743.8915447453574,20.57,0.0,0.0
1013749054,,3.0,186.10015048903293,3.5700000000000003,0.0,0.0
1018267764,,0.0,14.671825717008549,0.5700000000000003,0.1874981205073001,19.299999999999972
1031090920,West Broadway,8.0,204.53478861320423,8.57,0.0,0.0
1031109435,India Street,12.0,484.2569013637414,12.57,0.0,0.0
1077818732,,3.0,195.00324934331388,3.5700000000000003,0.0,0.0
1077819308,,3.0,126.85937899483088,3.5700000000000003,0.0,0.0
1077824898,,3.0,381.8566965350647,3.5700000000000003,0.0,0.0
1077824909,,10.0,379.6740228223912,10.57,0.0,0.0
1077824910,,10.0,388.6656804510531,10.57,0.0,0.0
1078585672,,4.0,331.1462588366442,4.57,0.0,0.0
1078585673,,4.0,303.7799815818259,4.57,0.0,0.0
1078585676,,4.0,315.8397807519605,4.57,0.0,0.0
1078585677,,12.0,344.8698799691284,12.57,0.0,0.0
1078636008,,4.0,252.86481763991583,4.57,0.0,0.0
1078636011,,4.0,241.4518988372026,4.57,0.0,0.0
1079615861,,0.0,191.5647466716834,0.5700000000000003,0.1395386338942645,19.299999999999972
1079615862,,7.0,75.57502303136232,7.57,0.0,0.0
1079615863,,0.0,206.919249858025,0.5700000000000003,0.1365078119168215,19.299999999999972
1096445218,Pacific Highway,7.0,199.0678575592638,7.57,0.0,0.0
1096445220,Pacific Highway,7.0,209.32144111861035,7.57,0.0,0.0
1098962790,Tuna Lane,0.0,40.70203586077373,0.5700000000000003,0.1784716786693361,19.299999999999972
1098962793,West G Street,1.0,24.469900803839508,1.5700000000000005,0.0,0.0
1105845423,,4.0,54.568176171018,4.57,0.0,0.0
1105845426,North Harbor Drive,0.0,35.20117552060982,0.5700000000000003,0.1803060314770997,19.299999999999972
1110082749,,21.0,743.650965045634,21.57,0.0,0.0
1110082754,West B Street,21.0,771.689728570409,21.57,0.0,0.0
1119938039,,23.0,716.7443492208897,23.57,0.0,0.0
1120382210,,23.0,660.5072622941557,23.57,0.0,0.0
1120382221,,23.0,605.305591774039,23.57,0.0,0.0
1120788578,,3.0,285.739542526257,3.5700000000000003,0.0,0.0
1120788581,,7.0,325.2521507102094,7.57,0.0,0.0
1120788584,,3.0,263.24348832602186,3.5700000000000003,0.0,0.0
1120801690,,3.0,260.96401270397405,3.5700000000000003,0.0,0.0
1123698083,,4.0,209.93536836800973,4.57,0.0,0.0
1123964846,,7.0,356.69407075038805,7.57,0.0,0.0
1123964847,,7.0,453.0247895617284,7.57,0.0,0.0
1123964851,,10.0,426.2262725533228,10.57,0.0,0.0
1123964855,,10.0,395.84669828363207,10.57,0.0,0.0
1123964857,,10.0,393.1127103804716,10.57,0.0,0.0
1123964858,,10.0,426.86238844718144,10.57,0.0,0.0
1124306302,,23.0,494.5876005706935,23.57,0.0,0.0
1124306303,,7.0,387.60343096074826,7.57,0.0,0.0
1124306304,,7.0,380.31299123965647,7.57,0.0,0.0
1124306308,,7.0,400.555099788924,7.57,0.0,0.0
1129058179,,12.0,557.593991171981,12.57,0.0,0.0
1130939639,,21.0,659.4593976243129,21.57,0.0,0.0
1152292687,,23.0,610.282157098367,23.57,0.0,0.0
1201943814,,21.0,808.8720852307426,21.57,0.0,0.0
1201943819,,21.0,746.3641226215223,21.57,0.0,0.0
1203181867,,7.0,122.23861087407958,7.57,0.0,0.0
1204927215,,8.0,117.37801136444142,8.57,0.0,0.0
1220518531,Kettner Boulevard,12.0,394.59603580708193,12.57,0.0,0.0
1288014666,West Harbor Drive,7.0,120.74966199064792,7.57,0.0,0.0
1288014667,North Harbor Drive,1.0,34.907416438784615,1.5700000000000005,0.0,0.0
1298201455,,8.0,208.674524493962,8.57,0.0,0.0
1320470252,,0.0,64.29150150996776,0.5700000000000003,0.1710109043672975,19.299999999999972
1320478855,,20.0,744.2837026115117,20.57,0.0,0.0
1327942087,,21.0,641.8230656342322,21.57,0.0,0.0
1327942090,,12.0,577.1410071132532,12.57,0.0,0.0
1327942093,,12.0,491.844137304054,12.57,0.0,0.0
1327942096,,12.0,389.9504686372409,12.57,0.0,0.0
1328201597,,21.0,771.7333536271805,21.57,0.0,0.0
1328208089,,21.0,723.7667494475073,21.57,0.0,0.0
1328208093,,21.0,804.8614258124146,21.57,0.0,0.0
1346387373,Bayfront Court,11.0,137.15665241695558,11.57,0.0,0.0
1346387377,Bayfront Court,11.0,137.27841125965733,11.57,0.0,0.0
1346803896,Columbia Street,12.0,568.7021630977014,12.57,0.0,0.0
1356726868,The Embarcadero,1.0,14.217883288365451,1.5700000000000005,0.0,0.0
1377460693,,3.0,215.999329619086,3.5700000000000003,0.0,0.0
1388306531,,23.0,514.1346254316738,23.57,0.0,0.0
1388306532,,23.0,519.9571218644668,23.57,0.0,0.0
1420030489,,6.0,95.3914277319536,6.57,0.0,0.0
26171038,The Embarcadero,2.0,5.912438840887002,2.5700000000000003,0.0,0.0
26201029,The Embarcadero,6.0,14.38420894080098,6.57,0.0,0.0
28534709,The Embarcadero,2.0,5.100845603552212,2.5700000000000003,0.0,0.0
28534710,,2.0,4.778451061074914,2.5700000000000003,0.0,0.0
133055390,,2.0,155.71880682013327,2.5700000000000003,0.0,0.0
275446232,,2.0,21.425017170590525,2.5700000000000003,0.0,0.0
275446244,,2.0,25.60478095273613,2.5700000000000003,0.0,0.0
275446286,,0.0,6.222657330274561,0.5700000000000003,0.1906275797865768,19.299999999999972
275609728,,2.0,11.388346254860362,2.5700000000000003,0.0,0.0
275609729,,2.0,11.674105568338517,2.5700000000000003,0.0,0.0
275609734,,2.0,14.547036003753773,2.5700000000000003,0.0,0.0
275634270,West G Street,1.0,21.83118223539178,1.5700000000000005,0.0,0.0
275634271,West G Street,1.0,24.121369504972066,1.5700000000000005,0.0,0.0
275634272,Navy Pier,2.0,5.912438840887002,2.5700000000000003,0.0,0.0
275634273,Navy Pier,6.0,11.448449299790688,6.57,0.0,0.0
275634274,Navy Pier,2.0,11.251741948696315,2.5700000000000003,0.0,0.0
275634275,,2.0,11.69973199988533,2.5700000000000003,0.0,0.0
275634276,,6.0,36.8508302305056,6.57,0.0,0.0
275634277,,0.0,36.32685666237138,0.5700000000000003,0.1799275922905135,19.299999999999972
275634278,,2.0,13.681228000102976,2.5700000000000003,0.0,0.0
275634279,,0.0,36.32685666237138,0.5700000000000003,0.1799275922905135,19.299999999999972
275634280,,2.0,20.83910399990713,2.5700000000000003,0.0,0.0
275634281,Navy Pier,2.0,4.842419999638707,2.5700000000000003,0.0,0.0
275634282,,0.0,8.559124555123313,0.5700000000000003,0.1897517817312116,19.299999999999972
275634283,Navy Pier,0.0,18.426685892289047,0.5700000000000003,0.1861401093462406,19.299999999999972
275634284,Navy Pier,0.0,13.098943599779792,0.5700000000000003,0.1880728877026697,19.299999999999972
275634285,Navy Pier,6.0,9.617400953075572,6.57,0.0,0.0
277264193,West Broadway,8.0,56.625468556211736,8.57,0.0,0.0
410854617,North Harbor Drive,2.0,43.91540908464843,2.5700000000000003,0.0,0.0
429354936,,0.0,2.231721967205405,0.5700000000000003,0.1921423832449617,19.299999999999972
429354938,,0.0,3.777692049219431,0.5700000000000003,0.1915527454331418,19.299999999999972
436296440,North Harbor Drive,2.0,48.93716701029616,2.5700000000000003,0.0,0.0
459315079,,4.0,137.7795482761561,4.57,0.0,0.0
465831351,,4.0,116.57458231683054,4.57,0.0,0.0
466529509,,2.0,46.17627539139236,2.5700000000000003,0.0,0.0
466529511,,2.0,14.547036003753773,2.5700000000000003,0.0,0.0
466529514,West Broadway,8.0,60.91515934922397,8.57,0.0,0.0
466529522,North Harbor Drive,2.0,43.48045283616867,2.5700000000000003,0.0,0.0
466530086,,11.0,132.155681029215,11.57,0.0,0.0
486909689,,4.0,62.17794415532749,4.57,0.0,0.0
487080517,,11.0,95.80179359672051,11.57,0.0,0.0
497461864,,-2.0,31.2235289935871,-1.4299999999999995,2.0641028496560376,219.29999999999995
497461868,,0.0,5.15690416445701,0.5700000000000003,0.1910297557144417,19.299999999999972
529535549,Broadway Pier,2.0,91.62749199978606,2.5700000000000003,0.0,0.0
578625931,,11.0,117.78147255061064,11.57,0.0,0.0
578625932,,11.0,147.7410040971585,11.57,0.0,0.0
578625933,,11.0,99.62751657242124,11.57,0.0,0.0
578625935,,11.0,68.7207194419091,11.57,0.0,0.0
578625936,,2.0,153.71952808681073,2.5700000000000003,0.0,0.0
578625937,,2.0,21.764824130547723,2.5700000000000003,0.0,0.0
773887060,,2.0,36.01374959588625,2.5700000000000003,0.0,0.0
784641501,,8.0,118.65511658869649,8.57,0.0,0.0
848313892,,2.0,260.2661600001923,2.5700000000000003,0.0,0.0
882541754,,2.0,43.45563747965127,2.5700000000000003,0.0,0.0
882541755,,2.0,28.433185283586948,2.5700000000000003,0.0,0.0
961116472,,2.0,26.49665350350307,2.5700000000000003,0.0,0.0
961116473,,2.0,3.9891269182300073,2.5700000000000003,0.0,0.0
961116474,,2.0,0.0,2.5700000000000003,0.0,0.0
961116475,,2.0,7.310701953532119,2.5700000000000003,0.0,0.0
961116476,,2.0,10.180659166079966,2.5700000000000003,0.0,0.0
961116477,,2.0,28.502491583396868,2.5700000000000003,0.0,0.0
961116478,,2.0,26.49665350350307,2.5700000000000003,0.0,0.0
961116479,,2.0,10.379352303660378,2.5700000000000003,0.0,0.0
961116480,,2.0,9.859955996402151,2.5700000000000003,0.0,0.0
961116481,Bayshore Bikeway,2.0,7.027887388554129,2.5700000000000003,0.0,0.0
982438217,,11.0,137.15665241695558,11.57,0.0,0.0
1069153623,,2.0,25.538617088476336,2.5700000000000003,0.0,0.0
1098960414,,0.0,7.078612216299406,0.5700000000000003,0.1903057981053968,19.299999999999972
1098960415,,0.0,8.559124555123313,0.5700000000000003,0.1897517817312116,19.299999999999972
1098960416,,0.0,4.307719069584076,0.5700000000000003,0.1913514236467295,19.299999999999972
1098960417,,0.0,6.222657330274561,0.5700000000000003,0.1906275797865768,19.299999999999972
1098962791,,1.0,69.71830348072352,1.5700000000000005,0.0,0.0
1098962794,West G Street,1.0,25.00201983782532,1.5700000000000005,0.0,0.0
1098962798,West G Street,6.0,33.689987430979514,6.57,0.0,0.0
1117692762,,8.0,89.79246290144278,8.57,0.0,0.0
1117892800,,2.0,13.13122279952205,2.5700000000000003,0.0,0.0
1117892801,,2.0,27.65314094671672,2.5700000000000003,0.0,0.0
1117892802,,2.0,28.46256189292519,2.5700000000000003,0.0,0.0
1117892803,,2.0,27.266997748959085,2.5700000000000003,0.0,0.0
1119248450,,6.0,5.851205908526638,6.57,0.0,0.0
1119490006,,11.0,101.66863302376636,11.57,0.0,0.0
1119490007,,8.0,74.78802714833535,8.57,0.0,0.0
1119490008,,8.0,74.78802714833535,8.57,0.0,0.0
1119490009,,8.0,74.78802714833535,8.57,0.0,0.0
1119490010,,8.0,89.92358780835349,8.57,0.0,0.0
1119490011,,8.0,108.1979398089008,8.57,0.0,0.0
1119490012,,11.0,111.9994024584504,11.57,0.0,0.0
1119490013,,8.0,119.03331709727324,8.57,0.0,0.0
1119490014,,2.0,43.48045283616867,2.5700000000000003,0.0,0.0
1119490015,,2.0,27.99893881680025,2.5700000000000003,0.0,0.0
1136959473,North Harbor Drive,2.0,38.35595198137097,2.5700000000000003,0.0,0.0
1136959474,,2.0,28.068898862600715,2.5700000000000003,0.0,0.0
1150505508,,2.0,2.935485061107774,2.5700000000000003,0.0,0.0
1203181868,,0.0,60.2638125476689,0.5700000000000003,0.1722402872339525,19.299999999999972
1203183254,,0.0,26.74106248989525,0.5700000000000003,0.1832019693772233,19.299999999999972
1203183255,,6.0,27.965547156526004,6.57,0.0,0.0
1203183256,,6.0,31.4513551606555,6.57,0.0,0.0
1203183257,,6.0,37.33654506394159,6.57,0.0,0.0
1203183258,,6.0,35.34494994624028,6.57,0.0,0.0
1203183259,,6.0,25.81279933780068,6.57,0.0,0.0
1203183260,,6.0,31.8845100996179,6.57,0.0,0.0
1204927213,,8.0,60.76538014556479,8.57,0.0,0.0
1204927214,,8.0,56.928280950247945,8.57,0.0,0.0
1204927217,,11.0,60.38651298611432,11.57,0.0,0.0
1204927223,,6.0,33.55524051729489,6.57,0.0,0.0
1204927224,,6.0,31.56553122915723,6.57,0.0,0.0
1204927225,,6.0,32.05381510045308,6.57,0.0,0.0
1204927226,,8.0,61.097002080000365,8.57,0.0,0.0
1204927227,,8.0,57.04654588741754,8.57,0.0,0.0
1204927228,,2.0,32.861728749331824,2.5700000000000003,0.0,0.0
1204927229,,2.0,7.139318501538558,2.5700000000000003,0.0,0.0
1204927230,,2.0,15.647625226987552,2.5700000000000003,0.0,0.0
1204927231,,2.0,27.8560454201448,2.5700000000000003,0.0,0.0
1275941678,,2.0,20.544766158121696,2.5700000000000003,0.0,0.0
1288014660,West G Street,6.0,52.08263303056997,6.57,0.0,0.0
1288014661,West Broadway,2.0,43.55147315471244,2.5700000000000003,0.0,0.0
1288014662,Broadway Pier,2.0,37.09298067279019,2.5700000000000003,0.0,0.0
1288014663,Broadway Pier,2.0,28.84428327103606,2.5700000000000003,0.0,0.0
1288014664,Broadway Pier,2.0,43.55147315471244,2.5700000000000003,0.0,0.0
1288014668,North Harbor Drive,6.0,55.39956884350672,6.57,0.0,0.0
1288014669,North Harbor Drive,6.0,47.38308317979693,6.57,0.0,0.0
1288014670,North Harbor Drive,6.0,44.94145152515241,6.57,0.0,0.0
1288014671,North Harbor Drive,2.0,50.62919873435937,2.5700000000000003,0.0,0.0
1289177079,,0.0,110.89303593138249,0.5700000000000003,0.1579654609302815,19.299999999999972
1289177081,,0.0,115.5992550168046,0.5700000000000003,0.1567578245320742,19.299999999999972
1304698399,,2.0,28.941140123842445,2.5700000000000003,0.0,0.0
1304698465,,2.0,28.433185283586948,2.5700000000000003,0.0,0.0
1304698466,,2.0,28.06535937345964,2.5700000000000003,0.0,0.0
1304698467,,2.0,28.068898862600715,2.5700000000000003,0.0,0.0
1304698468,,2.0,28.236285890659072,2.5700000000000003,0.0,0.0
1304698469,,2.0,28.17602183175724,2.5700000000000003,0.0,0.0
1320470254,,8.0,87.77165176889449,8.57,0.0,0.0
1328102384,North Harbor Drive,2.0,38.64506826019732,2.5700000000000003,0.0,0.0
1328102385,North Harbor Drive,2.0,48.65725250941803,2.5700000000000003,0.0,0.0
1346387378,Bayfront Court,11.0,125.8986425696878,11.57,0.0,0.0
1346387379,,11.0,137.27841125965733,11.57,0.0,0.0
1346985765,,0.0,8.583814884011254,0.5700000000000003,0.1897425698102639,19.299999999999972
1346985766,,0.0,9.84132209607192,0.5700000000000003,0.1892745758685599,19.299999999999972
1346985767,,0.0,5.73323823380896,0.5700000000000003,0.1908120580268965,19.299999999999972
1352821959,,0.0,18.50621680289601,0.5700000000000003,0.1861115583049666,19.299999999999972
1352821960,,6.0,19.32520684815608,6.57,0.0,0.0
1352821961,,6.0,48.054763464896325,6.57,0.0,0.0
1356726867,The Embarcadero,1.0,24.121369504972066,1.5700000000000005,0.0,0.0
1356726869,The Embarcadero,6.0,19.81349986799716,6.57,0.0,0.0
1356726870,The Embarcadero,1.0,21.3846582123216,1.5700000000000005,0.0,0.0
1358137019,,2.0,101.34572800024472,2.5700000000000003,0.0,0.0
1361234106,,2.0,87.50865199990244,2.5700000000000003,0.0,0.0
1361234107,,2.0,117.84230728062872,2.5700000000000003,0.0,0.0
1387184527,North Harbor Drive,6.0,56.392775617469525,6.57,0.0,0.0
5938747,West F Street,7.0,388.492998075165,7.57,0.0,0.0
5959097,West B Street,21.0,662.8380929123389,21.57,0.0,0.0
5962751,West E Street,8.0,244.48712027897545,8.57,0.0,0.0
6002989,West F Street,0.0,243.1599834036961,0.5700000000000003,0.1298509098377805,19.299999999999972
28840731,India Street,28.0,483.663584461601,28.57,0.0,0.0
29101030,West E Street,13.0,391.4737405232296,13.57,0.0,0.0
29101061,,28.0,637.1045806875569,28.57,0.0,0.0
31530291,Kettner Boulevard,7.0,375.3391183736919,7.57,0.0,0.0
89903502,West G Street,7.0,385.9110403080377,7.57,0.0,0.0
89903503,West G Street,12.0,455.5846478023844,12.57,0.0,0.0
89903670,Pacific Highway,0.0,224.17307040659668,0.5700000000000003,0.1332554384352053,19.299999999999972
89925112,West A Street,12.0,469.0283654289815,12.57,0.0,0.0
151281039,Columbia Street,17.0,569.5503983563358,17.57,0.0,0.0
151281048,India Street,17.0,483.6823171591496,17.57,0.0,0.0
151281103,West Broadway,13.0,396.6889818007684,13.57,0.0,0.0
151281112,West Broadway,28.0,558.4589781725174,28.57,0.0,0.0
153343721,West Broadway,20.0,660.8808744958595,20.57,0.0,0.0
194569197,West A Street,12.0,389.9504686372409,12.57,0.0,0.0
227258368,Union Street,20.0,720.036041953488,20.57,0.0,0.0
275446278,West Broadway,13.0,328.5673573829036,13.57,0.0,0.0
275446282,West Broadway,8.0,213.7353333163608,8.57,0.0,0.0
275613862,Kettner Boulevard,4.0,396.3062983995529,4.57,0.0,0.0
275953201,California Street,7.0,318.14553981184315,7.57,0.0,0.0
277182485,West B Street,4.0,404.5991441181557,4.57,0.0,0.0
277182488,West B Street,17.0,441.94990167709847,17.57,0.0,0.0
277182490,West B Street,4.0,410.6846062331137,4.57,0.0,0.0
277182491,Kettner Boulevard,4.0,404.6232832571665,4.57,0.0,0.0
277182499,Kettner Boulevard,7.0,383.367985072246,7.57,0.0,0.0
277182509,West Broadway,8.0,231.92214156483843,8.57,0.0,0.0
277182510,West E Street,13.0,434.9351365639114,13.57,0.0,0.0
277182511,,7.0,407.04382498658674,7.57,0.0,0.0
324434980,,17.0,447.6698175011508,17.57,0.0,0.0
324435090,,28.0,491.31713081646245,28.57,0.0,0.0
365585680,Grande Palm Court,4.0,279.1245852155382,4.57,0.0,0.0
365585681,,4.0,260.7887026529881,4.57,0.0,0.0
409562333,Bayfront Court,8.0,170.5841375630643,8.57,0.0,0.0
436285068,Pacific Highway,0.0,230.60140439321955,0.5700000000000003,0.1320829653758265,19.299999999999972
436285073,Pacific Highway,0.0,235.0362272682636,0.5700000000000003,0.1312860460750876,19.299999999999972
436287682,Kettner Boulevard,4.0,394.9184222840245,4.57,0.0,0.0
436287684,Kettner Boulevard,4.0,394.73994987983934,4.57,0.0,0.0
436287687,Pacific Highway,0.0,214.31008018611132,0.5700000000000003,0.1350953915908019,19.299999999999972
436287688,Pacific Highway,8.0,213.79869322350405,8.57,0.0,0.0
436287689,Pacific Highway,0.0,227.8528800756156,0.5700000000000003,0.1325817382078293,19.299999999999972
436287690,Pacific Highway,8.0,231.7850707733852,8.57,0.0,0.0
436287692,Pacific Highway,11.0,218.3981576514434,11.57,0.0,0.0
436287693,Pacific Highway,11.0,218.94650735077843,11.57,0.0,0.0
436287695,Pacific Highway,11.0,231.03468086004088,11.57,0.0,0.0
436287701,Pacific Highway,8.0,214.0640738753301,8.57,0.0,0.0
436287702,Pacific Highway,11.0,232.57818899896773,11.57,0.0,0.0
436287703,Pacific Highway,8.0,232.1884953959558,8.57,0.0,0.0
436287704,Pacific Highway,8.0,216.10383108447468,8.57,0.0,0.0
436287705,Pacific Highway,8.0,229.5167615082598,8.57,0.0,0.0
436287706,Pacific Highway,11.0,231.2857818434115,11.57,0.0,0.0
436287707,Pacific Highway,0.0,231.6779348853377,0.5700000000000003,0.1318886294078589,19.299999999999972
436287709,Pacific Highway,0.0,215.5036933730653,0.5700000000000003,0.1348700235844688,19.299999999999972
436287710,Pacific Highway,11.0,231.38837666971668,11.57,0.0,0.0
436287712,Pacific Highway,11.0,216.28123014305967,11.57,0.0,0.0
436287718,West Broadway,8.0,242.54700027517148,8.57,0.0,0.0
436287720,West Broadway,8.0,204.85889691851904,8.57,0.0,0.0
436287722,Grande Palm Court,11.0,231.3354240386821,11.57,0.0,0.0
436287723,Kettner Boulevard,4.0,404.6451674026557,4.57,0.0,0.0
436291039,Columbia Street,17.0,569.4516835959805,17.57,0.0,0.0
436291042,Columbia Street,17.0,569.6440590037489,17.57,0.0,0.0
436291045,Columbia Street,28.0,569.500145513178,28.57,0.0,0.0
436291056,State Street,20.0,652.1606948476834,20.57,0.0,0.0
436291058,State Street,21.0,652.9716067169666,21.57,0.0,0.0
436291060,State Street,20.0,649.0401900170523,20.57,0.0,0.0
436291061,State Street,21.0,649.1338506644654,21.57,0.0,0.0
436291065,West Broadway,20.0,642.1498967930264,20.57,0.0,0.0
436291068,West Broadway,28.0,555.8867511905107,28.57,0.0,0.0
436291071,West Broadway,20.0,725.4854178818094,20.57,0.0,0.0
436291073,West Broadway,13.0,420.694888856482,13.57,0.0,0.0
436291075,West Broadway,20.0,642.2606512955756,20.57,0.0,0.0
436291076,West Broadway,20.0,661.1779153645375,20.57,0.0,0.0
436291078,West Broadway,20.0,693.6109851365574,20.57,0.0,0.0
436291080,West Broadway,28.0,577.1044318030598,28.57,0.0,0.0
436291081,West Broadway,28.0,492.3368909534297,28.57,0.0,0.0
436291083,West Broadway,28.0,575.8153365821024,28.57,0.0,0.0
436291088,West Broadway,28.0,475.0705817098599,28.57,0.0,0.0
436291091,West Broadway,28.0,474.1495863853909,28.57,0.0,0.0
436291092,Columbia Street,28.0,569.7279026015774,28.57,0.0,0.0
459315053,,17.0,539.3847417072689,17.57,0.0,0.0
459315058,,4.0,432.9310909293425,4.57,0.0,0.0
459315059,,4.0,296.02550315644424,4.57,0.0,0.0
459315065,,12.0,294.1846583123168,12.57,0.0,0.0
459315067,,4.0,281.15053211369894,4.57,0.0,0.0
459315068,,7.0,244.21947776220537,7.57,0.0,0.0
459315070,,23.0,647.397814361872,23.57,0.0,0.0
459315072,,12.0,564.4432605008154,12.57,0.0,0.0
459315074,,12.0,455.5846478023844,12.57,0.0,0.0
459315075,West E Street,23.0,663.1631506945629,23.57,0.0,0.0
459315076,,4.0,327.54065089425245,4.57,0.0,0.0
462196049,,13.0,389.9703568892674,13.57,0.0,0.0
465831355,,4.0,404.6451674026557,4.57,0.0,0.0
465993607,Kettner Boulevard,13.0,401.4815319457546,13.57,0.0,0.0
465993609,Kettner Boulevard,13.0,396.6271466325174,13.57,0.0,0.0
465993610,Kettner Boulevard,4.0,394.9989330740761,4.57,0.0,0.0
465993775,,13.0,408.9214541538618,13.57,0.0,0.0
465993776,West Broadway,28.0,458.3453912632072,28.57,0.0,0.0
465993777,West Broadway,13.0,391.4269591383347,13.57,0.0,0.0
465993778,West Broadway,13.0,389.82338107403046,13.57,0.0,0.0
465993779,West Broadway,13.0,408.9214541538618,13.57,0.0,0.0
465993858,,3.0,373.1727734143309,3.5700000000000003,0.0,0.0
465993860,Kettner Boulevard,7.0,397.5130177752204,7.57,0.0,0.0
491460599,West B Street,21.0,744.4910508448407,21.57,0.0,0.0
497520827,,4.0,407.3957683574879,4.57,0.0,0.0
497730458,,20.0,701.2466350160657,20.57,0.0,0.0
497730480,,7.0,301.5169537085956,7.57,0.0,0.0
573865694,West C Street,17.0,618.459988559488,17.57,0.0,0.0
573865699,Columbia Street,28.0,569.5503983563358,28.57,0.0,0.0
573865701,Columbia Street,17.0,569.5597644205445,17.57,0.0,0.0
573865705,State Street,21.0,649.06828821101,21.57,0.0,0.0
573865707,State Street,21.0,650.6950398903701,21.57,0.0,0.0
573865708,West C Street,21.0,656.1209349782507,21.57,0.0,0.0
573865714,West C Street,21.0,740.0502413375268,21.57,0.0,0.0
573865720,Union Street,21.0,739.7973575892454,21.57,0.0,0.0
578591438,,7.0,314.5289982406102,7.57,0.0,0.0
578591440,,7.0,305.76068229280014,7.57,0.0,0.0
578593039,,23.0,505.9831135745413,23.57,0.0,0.0
578593041,,23.0,523.1269950448332,23.57,0.0,0.0
578593043,,23.0,489.0837118733183,23.57,0.0,0.0
578605855,,21.0,663.4470020574958,21.57,0.0,0.0
578605856,,21.0,663.931956498767,21.57,0.0,0.0
578605857,,21.0,663.6785117888835,21.57,0.0,0.0
578605858,,21.0,676.5413597158075,21.57,0.0,0.0
578605859,,21.0,724.4708800665917,21.57,0.0,0.0
578605860,,21.0,663.931956498767,21.57,0.0,0.0
578605863,,21.0,640.741473093812,21.57,0.0,0.0
578605864,,17.0,632.1422412261196,17.57,0.0,0.0
578605865,,17.0,618.3663279107441,17.57,0.0,0.0
578605866,,20.0,725.4391803038204,20.57,0.0,0.0
578605868,,28.0,613.8245790790888,28.57,0.0,0.0
578605869,,20.0,642.8889243529452,20.57,0.0,0.0
578605870,,20.0,642.2500648331026,20.57,0.0,0.0
578624522,,17.0,493.3597017703152,17.57,0.0,0.0
578624527,,11.0,180.76196361007587,11.57,0.0,0.0
578624528,,11.0,176.6336885922864,11.57,0.0,0.0
578624530,,4.0,266.2678552019624,4.57,0.0,0.0
578624531,,13.0,281.13915965347104,13.57,0.0,0.0
578624532,,4.0,251.1884909311908,4.57,0.0,0.0
578934693,,21.0,723.9775880792471,21.57,0.0,0.0
578934694,,21.0,724.1095782497472,21.57,0.0,0.0
578934695,,21.0,719.0800595556742,21.57,0.0,0.0
593751803,West B Street,17.0,474.0101097516727,17.57,0.0,0.0
593754400,West A Street,12.0,555.5709287284003,12.57,0.0,0.0
593754411,Union Street,21.0,735.7420999335609,21.57,0.0,0.0
593754417,,21.0,718.7899065355404,21.57,0.0,0.0
594011052,State Street,20.0,652.6255020917171,20.57,0.0,0.0
608699601,,17.0,557.7678888827561,17.57,0.0,0.0
608699602,,17.0,499.50159997987913,17.57,0.0,0.0
608699603,,17.0,494.2659697756463,17.57,0.0,0.0
608699604,,20.0,642.1389509556715,20.57,0.0,0.0
608699606,,28.0,557.8896477241269,28.57,0.0,0.0
608699607,,28.0,575.8153365821024,28.57,0.0,0.0
608699608,,28.0,558.222212941556,28.57,0.0,0.0
608699611,,20.0,642.1498967930264,20.57,0.0,0.0
608699612,,21.0,656.1022028498328,21.57,0.0,0.0
608700817,,28.0,577.4428762561419,28.57,0.0,0.0
608700818,,21.0,733.4132695137077,21.57,0.0,0.0
608700819,,20.0,743.8915447453574,20.57,0.0,0.0
632410683,West Broadway,13.0,409.565957966502,13.57,0.0,0.0
632410685,Kettner Boulevard,13.0,404.06133949440766,13.57,0.0,0.0
632410686,Kettner Boulevard,13.0,401.4428144529672,13.57,0.0,0.0
