time_gmt,observed_m,predicted_m,residual_m,minor_flood_threshold_m,water_level_above_threshold_m,rate_of_change_m_per_hr,tide_phase,month,season,is_above_threshold
2024-01-10 03:00:00,-0.766,-0.844,0.07799999999999996,3.47,0.0,0.31800000000000006,rising,1,winter,False
2024-01-10 04:00:00,-0.561,-0.64,0.07899999999999996,3.47,0.0,0.20499999999999996,rising,1,winter,False
2024-01-10 05:00:00,-0.509,-0.592,0.08299999999999996,3.47,0.0,0.052000000000000046,rising,1,winter,False
2024-01-10 06:00:00,-0.6,-0.672,0.07200000000000006,3.47,0.0,-0.09099999999999997,falling,1,winter,False
2024-01-10 07:00:00,-0.781,-0.817,0.03599999999999992,3.47,0.0,-0.18100000000000005,falling,1,winter,False
2024-01-10 08:00:00,-0.924,-0.961,0.03699999999999992,3.47,0.0,-0.14300000000000002,falling,1,winter,False
2024-01-10 09:00:00,-0.947,-1.043,0.09599999999999997,3.47,0.0,-0.02299999999999991,falling,1,winter,False
2024-01-10 10:00:00,-0.921,-1.009,0.08799999999999986,3.47,0.0,0.025999999999999912,rising,1,winter,False
2024-01-10 11:00:00,-0.735,-0.832,0.09699999999999998,3.47,0.0,0.18600000000000005,rising,1,winter,False
2024-01-10 12:00:00,-0.435,-0.536,0.10100000000000003,3.47,0.0,0.3,rising,1,winter,False
2024-01-10 13:00:00,-0.102,-0.19,0.08800000000000001,3.47,0.0,0.333,rising,1,winter,False
2024-01-10 14:00:00,0.229,0.124,0.10500000000000001,3.47,0.0,0.331,rising,1,winter,False
2024-01-10 15:00:00,0.442,0.329,0.11299999999999999,3.47,0.0,0.213,rising,1,winter,False
2024-01-10 16:00:00,0.473,0.352,0.121,3.47,0.0,0.030999999999999972,rising,1,winter,False
2024-01-10 17:00:00,0.285,0.156,0.12899999999999998,3.47,0.0,-0.188,falling,1,winter,False
2024-01-10 18:00:00,-0.125,-0.236,0.11099999999999999,3.47,0.0,-0.41,falling,1,winter,False
2024-01-10 19:00:00,-0.633,-0.747,0.11399999999999999,3.47,0.0,-0.508,falling,1,winter,False
2024-01-10 20:00:00,-1.168,-1.286,0.1180000000000001,3.47,0.0,-0.5349999999999999,falling,1,winter,False
2024-01-10 21:00:00,-1.661,-1.767,0.10599999999999987,3.47,0.0,-0.4930000000000001,falling,1,winter,False
2024-01-10 22:00:00,-2.005,-2.104,0.0990000000000002,3.47,0.0,-0.34399999999999986,falling,1,winter,False
2024-01-10 23:00:00,-2.132,-2.227,0.09499999999999975,3.47,0.0,-0.12700000000000022,falling,1,winter,False
2024-01-11 00:00:00,-2.001,-2.121,0.1200000000000001,3.47,0.0,0.13100000000000023,rising,1,winter,False
2024-01-11 01:00:00,-1.685,-1.831,0.1459999999999999,3.47,0.0,0.31599999999999984,rising,1,winter,False
2024-01-11 02:00:00,-1.305,-1.44,0.135,3.47,0.0,0.3800000000000001,rising,1,winter,False
2024-01-11 03:00:00,-0.948,-1.038,0.09000000000000008,3.47,0.0,0.357,rising,1,winter,False
2024-01-11 04:00:00,-0.627,-0.718,0.09099999999999997,3.47,0.0,0.32099999999999995,rising,1,winter,False
2024-01-11 05:00:00,-0.438,-0.555,0.11700000000000005,3.47,0.0,0.189,rising,1,winter,False
2024-01-11 06:00:00,-0.448,-0.563,0.11499999999999994,3.47,0.0,-0.010000000000000009,falling,1,winter,False
2024-01-11 07:00:00,-0.617,-0.694,0.07699999999999996,3.47,0.0,-0.16899999999999998,falling,1,winter,False
2024-01-11 08:00:00,-0.796,-0.874,0.07799999999999996,3.47,0.0,-0.17900000000000005,falling,1,winter,False
2024-01-11 09:00:00,-0.926,-1.032,0.10599999999999998,3.47,0.0,-0.13,falling,1,winter,False
2024-01-11 10:00:00,-0.988,-1.101,0.11299999999999999,3.47,0.0,-0.061999999999999944,falling,1,winter,False
2024-01-11 11:00:00,-0.907,-1.027,0.11999999999999988,3.47,0.0,0.08099999999999996,rising,1,winter,False
2024-01-11 12:00:00,-0.661,-0.793,0.132,3.47,0.0,0.246,rising,1,winter,False
2024-01-11 13:00:00,-0.32,-0.446,0.126,3.47,0.0,0.341,rising,1,winter,False
2024-01-11 14:00:00,0.028,-0.07,0.098,3.47,0.0,0.34800000000000003,rising,1,winter,False
2024-01-11 15:00:00,0.369,0.248,0.121,3.47,0.0,0.34099999999999997,rising,1,winter,False
2024-01-11 16:00:00,0.542,0.422,0.12000000000000005,3.47,0.0,0.17300000000000004,rising,1,winter,False
2024-01-11 17:00:00,0.472,0.383,0.08899999999999997,3.47,0.0,-0.07000000000000006,falling,1,winter,False
2024-01-11 18:00:00,0.189,0.109,0.08,3.47,0.0,-0.283,falling,1,winter,False
2024-01-11 19:00:00,-0.269,-0.351,0.08199999999999996,3.47,0.0,-0.458,falling,1,winter,False
2024-01-11 20:00:00,-0.834,-0.908,0.07400000000000007,3.47,0.0,-0.565,falling,1,winter,False
2024-01-11 21:00:00,-1.405,-1.466,0.06099999999999994,3.47,0.0,-0.5710000000000001,falling,1,winter,False
2024-01-11 22:00:00,-1.889,-1.932,0.04299999999999993,3.47,0.0,-0.484,falling,1,winter,False
2024-01-11 23:00:00,-2.203,-2.217,0.014000000000000234,3.47,0.0,-0.31399999999999983,falling,1,winter,False
2024-01-12 00:00:00,-2.246,-2.263,0.016999999999999904,3.47,0.0,-0.04300000000000015,falling,1,winter,False
2024-01-12 01:00:00,-2.054,-2.077,0.02300000000000013,3.47,0.0,0.19200000000000017,rising,1,winter,False
2024-01-12 02:00:00,-1.676,-1.723,0.04700000000000015,3.47,0.0,0.3779999999999999,rising,1,winter,False
2024-01-12 03:00:00,-1.257,-1.293,0.03600000000000003,3.47,0.0,0.41900000000000004,rising,1,winter,False
2024-01-12 04:00:00,-0.883,-0.887,0.0040000000000000036,3.47,0.0,0.3739999999999999,rising,1,winter,False
2024-01-12 05:00:00,-0.589,-0.601,0.01200000000000001,3.47,0.0,0.29400000000000004,rising,1,winter,False
2024-01-12 06:00:00,-0.456,-0.495,0.03899999999999998,3.47,0.0,0.13299999999999995,rising,1,winter,False
2024-01-12 07:00:00,-0.541,-0.561,0.020000000000000018,3.47,0.0,-0.08500000000000002,falling,1,winter,False
2024-01-12 08:00:00,-0.733,-0.737,0.0040000000000000036,3.47,0.0,-0.19199999999999995,falling,1,winter,False
2024-01-12 09:00:00,-0.913,-0.943,0.029999999999999916,3.47,0.0,-0.18000000000000005,falling,1,winter,False
2024-01-12 10:00:00,-1.051,-1.104,0.05300000000000016,3.47,0.0,-0.1379999999999999,falling,1,winter,False
2024-01-12 11:00:00,-1.101,-1.149,0.04800000000000004,3.47,0.0,-0.050000000000000044,falling,1,winter,False
2024-01-12 12:00:00,-0.993,-1.03,0.03700000000000003,3.47,0.0,0.10799999999999998,rising,1,winter,False
2024-01-12 13:00:00,-0.697,-0.751,0.05400000000000005,3.47,0.0,0.29600000000000004,rising,1,winter,False
2024-01-12 14:00:00,-0.313,-0.374,0.061,3.47,0.0,0.38399999999999995,rising,1,winter,False
2024-01-12 15:00:00,0.072,0.011,0.061,3.47,0.0,0.385,rising,1,winter,False
2024-01-12 16:00:00,0.385,0.31,0.07500000000000001,3.47,0.0,0.313,rising,1,winter,False
2024-01-12 17:00:00,0.501,0.435,0.066,3.47,0.0,0.11599999999999999,rising,1,winter,False
2024-01-12 18:00:00,0.397,0.33,0.067,3.47,0.0,-0.10399999999999998,falling,1,winter,False
2024-01-12 19:00:00,0.036,-0.004,0.039999999999999994,3.47,0.0,-0.36100000000000004,falling,1,winter,False
2024-01-12 20:00:00,-0.481,-0.504,0.02300000000000002,3.47,0.0,-0.517,falling,1,winter,False
2024-01-12 21:00:00,-1.035,-1.076,0.04100000000000015,3.47,0.0,-0.5539999999999999,falling,1,winter,False
2024-01-12 22:00:00,-1.589,-1.618,0.029000000000000137,3.47,0.0,-0.554,falling,1,winter,False
2024-01-12 23:00:00,-2.0,-2.034,0.03399999999999981,3.47,0.0,-0.41100000000000003,falling,1,winter,False
2024-01-13 00:00:00,-2.219,-2.243,0.02400000000000002,3.47,0.0,-0.21899999999999986,falling,1,winter,False
2024-01-13 01:00:00,-2.16,-2.207,0.04699999999999971,3.47,0.0,0.05899999999999972,rising,1,winter,False
2024-01-13 02:00:00,-1.903,-1.952,0.04899999999999993,3.47,0.0,0.2570000000000001,rising,1,winter,False
2024-01-13 03:00:00,-1.526,-1.555,0.028999999999999915,3.47,0.0,0.377,rising,1,winter,False
2024-01-13 04:00:00,-1.116,-1.115,-0.001000000000000112,3.47,0.0,0.4099999999999999,rising,1,winter,False
2024-01-13 05:00:00,-0.734,-0.735,0.0010000000000000009,3.47,0.0,0.3820000000000001,rising,1,winter,False
2024-01-13 06:00:00,-0.444,-0.502,0.057999999999999996,3.47,0.0,0.29,rising,1,winter,False
2024-01-13 07:00:00,-0.388,-0.454,0.066,3.47,0.0,0.055999999999999994,rising,1,winter,False
2024-01-13 08:00:00,-0.519,-0.571,0.051999999999999935,3.47,0.0,-0.131,falling,1,winter,False
2024-01-13 09:00:00,-0.742,-0.783,0.041000000000000036,3.47,0.0,-0.22299999999999998,falling,1,winter,False
2024-01-13 10:00:00,-0.945,-1.005,0.05999999999999994,3.47,0.0,-0.20299999999999996,falling,1,winter,False
2024-01-13 11:00:00,-1.103,-1.157,0.05400000000000005,3.47,0.0,-0.15800000000000003,falling,1,winter,False
2024-01-13 12:00:00,-1.124,-1.175,0.050999999999999934,3.47,0.0,-0.02100000000000013,falling,1,winter,False
2024-01-13 13:00:00,-0.977,-1.024,0.04700000000000004,3.47,0.0,0.14700000000000013,rising,1,winter,False
2024-01-13 14:00:00,-0.67,-0.723,0.052999999999999936,3.47,0.0,0.30699999999999994,rising,1,winter,False
2024-01-13 15:00:00,-0.297,-0.342,0.04500000000000004,3.47,0.0,0.37300000000000005,rising,1,winter,False
2024-01-13 16:00:00,0.054,0.023,0.031,3.47,0.0,0.351,rising,1,winter,False
2024-01-13 17:00:00,0.335,0.279,0.055999999999999994,3.47,0.0,0.281,rising,1,winter,False
2024-01-13 18:00:00,0.454,0.348,0.10600000000000004,3.47,0.0,0.119,rising,1,winter,False
2024-01-13 19:00:00,0.292,0.192,0.09999999999999998,3.47,0.0,-0.16200000000000003,falling,1,winter,False
2024-01-13 20:00:00,-0.122,-0.174,0.05199999999999999,3.47,0.0,-0.414,falling,1,winter,False
2024-01-13 21:00:00,-0.605,-0.68,0.07500000000000007,3.47,0.0,-0.483,falling,1,winter,False
2024-01-13 22:00:00,-1.149,-1.227,0.07800000000000007,3.47,0.0,-0.544,falling,1,winter,False
2024-01-13 23:00:00,-1.655,-1.713,0.05800000000000005,3.47,0.0,-0.506,falling,1,winter,False
2024-01-14 00:00:00,-2.01,-2.052,0.04200000000000026,3.47,0.0,-0.35499999999999976,falling,1,winter,False
2024-01-14 01:00:00,-2.143,-2.176,0.03300000000000036,3.47,0.0,-0.133,falling,1,winter,False
2024-01-14 02:00:00,-2.013,-2.066,0.052999999999999936,3.47,0.0,0.1299999999999999,rising,1,winter,False
2024-01-14 03:00:00,-1.708,-1.76,0.052000000000000046,3.47,0.0,0.30499999999999994,rising,1,winter,False
2024-01-14 04:00:00,-1.307,-1.347,0.040000000000000036,3.47,0.0,0.401,rising,1,winter,False
2024-01-14 05:00:00,-0.903,-0.927,0.02400000000000002,3.47,0.0,0.4039999999999999,rising,1,winter,False
2024-01-14 06:00:00,-0.529,-0.593,0.06399999999999995,3.47,0.0,0.374,rising,1,winter,False
2024-01-14 07:00:00,-0.328,-0.416,0.08799999999999997,3.47,0.0,0.201,rising,1,winter,False
2024-01-14 08:00:00,-0.351,-0.423,0.07200000000000001,3.47,0.0,-0.022999999999999965,falling,1,winter,False
2024-01-14 09:00:00,-0.509,-0.581,0.07199999999999995,3.47,0.0,-0.15800000000000003,falling,1,winter,False
2024-01-14 10:00:00,-0.731,-0.815,0.08399999999999996,3.47,0.0,-0.22199999999999998,falling,1,winter,False
2024-01-14 11:00:00,-0.945,-1.039,0.09399999999999997,3.47,0.0,-0.21399999999999997,falling,1,winter,False
2024-01-14 12:00:00,-1.11,-1.179,0.06899999999999995,3.47,0.0,-0.16500000000000015,falling,1,winter,False
2024-01-14 13:00:00,-1.117,-1.182,0.06499999999999995,3.47,0.0,-0.006999999999999895,falling,1,winter,False
2024-01-14 14:00:00,-0.945,-1.022,0.07700000000000007,3.47,0.0,0.17200000000000004,rising,1,winter,False
2024-01-14 15:00:00,-0.646,-0.728,0.08199999999999996,3.47,0.0,0.29899999999999993,rising,1,winter,False
2024-01-14 16:00:00,-0.313,-0.376,0.063,3.47,0.0,0.333,rising,1,winter,False
2024-01-14 17:00:00,0.001,-0.059,0.06,3.47,0.0,0.314,rising,1,winter,False
2024-01-14 18:00:00,0.22,0.141,0.07900000000000001,3.47,0.0,0.219,rising,1,winter,False
2024-01-14 19:00:00,0.254,0.165,0.089,3.47,0.0,0.034,rising,1,winter,False
2024-01-14 20:00:00,0.07,-0.017,0.08700000000000001,3.47,0.0,-0.184,falling,1,winter,False
2024-01-14 21:00:00,-0.3,-0.381,0.08100000000000002,3.47,0.0,-0.37,falling,1,winter,False
2024-01-14 22:00:00,-0.768,-0.853,0.08499999999999996,3.47,0.0,-0.468,falling,1,winter,False
2024-01-14 23:00:00,-1.233,-1.333,0.09999999999999987,3.47,0.0,-0.4650000000000001,falling,1,winter,False
2024-01-15 00:00:00,-1.644,-1.733,0.08900000000000019,3.47,0.0,-0.4109999999999998,falling,1,winter,False
2024-01-15 01:00:00,-1.919,-1.98,0.06099999999999994,3.47,0.0,-0.27500000000000013,falling,1,winter,False
2024-01-15 02:00:00,-1.989,-2.023,0.03400000000000003,3.47,0.0,-0.07000000000000006,falling,1,winter,False
2024-01-15 03:00:00,-1.807,-1.853,0.04600000000000004,3.47,0.0,0.18200000000000016,rising,1,winter,False
2024-01-15 04:00:00,-1.457,-1.524,0.06699999999999995,3.47,0.0,0.34999999999999987,rising,1,winter,False
2024-01-15 05:00:00,-1.067,-1.126,0.05899999999999994,3.47,0.0,0.3900000000000001,rising,1,winter,False
2024-01-15 06:00:00,-0.702,-0.747,0.04500000000000004,3.47,0.0,0.365,rising,1,winter,False
2024-01-15 07:00:00,-0.383,-0.465,0.08200000000000002,3.47,0.0,0.31899999999999995,rising,1,winter,False
2024-01-15 08:00:00,-0.204,-0.34,0.13600000000000004,3.47,0.0,0.17900000000000002,rising,1,winter,False
2024-01-15 09:00:00,-0.272,-0.39,0.118,3.47,0.0,-0.06800000000000003,falling,1,winter,False
2024-01-15 10:00:00,-0.473,-0.576,0.10299999999999998,3.47,0.0,-0.20099999999999996,falling,1,winter,False
2024-01-15 11:00:00,-0.704,-0.818,0.11399999999999999,3.47,0.0,-0.23099999999999998,falling,1,winter,False
2024-01-15 12:00:00,-0.942,-1.038,0.09600000000000009,3.47,0.0,-0.238,falling,1,winter,False
2024-01-15 13:00:00,-1.098,-1.175,0.07699999999999996,3.47,0.0,-0.15600000000000014,falling,1,winter,False
2024-01-15 14:00:00,-1.13,-1.183,0.05300000000000016,3.47,0.0,-0.031999999999999806,falling,1,winter,False
2024-01-15 15:00:00,-0.996,-1.043,0.04699999999999993,3.47,0.0,0.1339999999999999,rising,1,winter,False
2024-01-15 16:00:00,-0.717,-0.789,0.07200000000000006,3.47,0.0,0.279,rising,1,winter,False
2024-01-15 17:00:00,-0.42,-0.496,0.07600000000000001,3.47,0.0,0.297,rising,1,winter,False
2024-01-15 18:00:00,-0.17,-0.242,0.07199999999999998,3.47,0.0,0.24999999999999997,rising,1,winter,False
2024-01-15 19:00:00,-0.022,-0.09,0.068,3.47,0.0,0.14800000000000002,rising,1,winter,False
2024-01-15 20:00:00,-0.008,-0.09,0.08199999999999999,3.47,0.0,0.013999999999999999,rising,1,winter,False
2024-01-15 21:00:00,-0.185,-0.267,0.08200000000000002,3.47,0.0,-0.177,falling,1,winter,False
2024-01-15 22:00:00,-0.514,-0.591,0.07699999999999996,3.47,0.0,-0.329,falling,1,winter,False
2024-01-15 23:00:00,-0.912,-0.988,0.07599999999999996,3.47,0.0,-0.398,falling,1,winter,False
2024-01-16 00:00:00,-1.299,-1.371,0.07200000000000006,3.47,0.0,-0.3869999999999999,falling,1,winter,False
2024-01-16 01:00:00,-1.603,-1.671,0.06800000000000006,3.47,0.0,-0.30400000000000005,falling,1,winter,False
2024-01-16 02:00:00,-1.774,-1.829,0.05499999999999994,3.47,0.0,-0.17100000000000004,falling,1,winter,False
2024-01-16 03:00:00,-1.754,-1.803,0.04899999999999993,3.47,0.0,0.020000000000000018,rising,1,winter,False
2024-01-16 04:00:00,-1.565,-1.601,0.03600000000000003,3.47,0.0,0.18900000000000006,rising,1,winter,False
2024-01-16 05:00:00,-1.238,-1.279,0.040999999999999925,3.47,0.0,0.32699999999999996,rising,1,winter,False
2024-01-16 06:00:00,-0.856,-0.917,0.061000000000000054,3.47,0.0,0.382,rising,1,winter,False
2024-01-16 07:00:00,-0.496,-0.586,0.08999999999999997,3.47,0.0,0.36,rising,1,winter,False
2024-01-16 08:00:00,-0.235,-0.353,0.118,3.47,0.0,0.261,rising,1,winter,False
2024-01-16 09:00:00,-0.146,-0.271,0.12500000000000003,3.47,0.0,0.089,rising,1,winter,False
2024-01-16 10:00:00,-0.256,-0.35,0.09399999999999997,3.47,0.0,-0.11000000000000001,falling,1,winter,False
2024-01-16 11:00:00,-0.465,-0.546,0.08100000000000002,3.47,0.0,-0.20900000000000002,falling,1,winter,False
2024-01-16 12:00:00,-0.734,-0.786,0.052000000000000046,3.47,0.0,-0.26899999999999996,falling,1,winter,False
2024-01-16 13:00:00,-0.967,-1.008,0.041000000000000036,3.47,0.0,-0.23299999999999998,falling,1,winter,False
2024-01-16 14:00:00,-1.125,-1.16,0.03499999999999992,3.47,0.0,-0.15800000000000003,falling,1,winter,False
2024-01-16 15:00:00,-1.159,-1.197,0.038000000000000034,3.47,0.0,-0.03400000000000003,falling,1,winter,False
2024-01-16 16:00:00,-1.039,-1.105,0.06600000000000006,3.47,0.0,0.1200000000000001,rising,1,winter,False
2024-01-16 17:00:00,-0.83,-0.92,0.09000000000000008,3.47,0.0,0.20899999999999996,rising,1,winter,False
2024-01-16 18:00:00,-0.613,-0.7,0.08699999999999997,3.47,0.0,0.21699999999999997,rising,1,winter,False
2024-01-16 19:00:00,-0.416,-0.504,0.08800000000000002,3.47,0.0,0.197,rising,1,winter,False
2024-01-16 20:00:00,-0.29,-0.38,0.09000000000000002,3.47,0.0,0.126,rising,1,winter,False
2024-01-16 21:00:00,-0.293,-0.377,0.08400000000000002,3.47,0.0,-0.0030000000000000027,falling,1,winter,False
2024-01-16 22:00:00,-0.438,-0.514,0.07600000000000001,3.47,0.0,-0.14500000000000002,falling,1,winter,False
2024-01-16 23:00:00,-0.701,-0.762,0.061000000000000054,3.47,0.0,-0.26299999999999996,falling,1,winter,False
2024-01-17 00:00:00,-1.013,-1.057,0.04400000000000004,3.47,0.0,-0.31199999999999994,falling,1,winter,False
2024-01-17 01:00:00,-1.278,-1.334,0.05600000000000005,3.47,0.0,-0.2650000000000001,falling,1,winter,False
2024-01-17 02:00:00,-1.47,-1.538,0.06800000000000006,3.47,0.0,-0.19199999999999995,falling,1,winter,False
2024-01-17 03:00:00,-1.568,-1.622,0.05400000000000005,3.47,0.0,-0.09800000000000009,falling,1,winter,False
2024-01-17 04:00:00,-1.506,-1.554,0.04800000000000004,3.47,0.0,0.062000000000000055,rising,1,winter,False
2024-01-17 05:00:00,-1.269,-1.349,0.08000000000000007,3.47,0.0,0.2370000000000001,rising,1,winter,False
2024-01-17 06:00:00,-0.974,-1.058,0.08400000000000007,3.47,0.0,0.29499999999999993,rising,1,winter,False
2024-01-17 07:00:00,-0.666,-0.739,0.07299999999999995,3.47,0.0,0.30799999999999994,rising,1,winter,False
2024-01-17 08:00:00,-0.359,-0.452,0.09300000000000003,3.47,0.0,0.30700000000000005,rising,1,winter,False
2024-01-17 09:00:00,-0.14,-0.258,0.118,3.47,0.0,0.21899999999999997,rising,1,winter,False
2024-01-17 10:00:00,-0.088,-0.205,0.11699999999999999,3.47,0.0,0.05200000000000002,rising,1,winter,False
2024-01-17 11:00:00,-0.196,-0.295,0.09899999999999998,3.47,0.0,-0.10800000000000001,falling,1,winter,False
2024-01-17 12:00:00,-0.378,-0.49,0.11199999999999999,3.47,0.0,-0.182,falling,1,winter,False
2024-01-17 13:00:00,-0.644,-0.732,0.08799999999999997,3.47,0.0,-0.266,falling,1,winter,False
2024-01-17 14:00:00,-0.899,-0.97,0.07099999999999995,3.47,0.0,-0.255,falling,1,winter,False
2024-01-17 15:00:00,-1.07,-1.154,0.08399999999999985,3.47,0.0,-0.17100000000000004,falling,1,winter,False
2024-01-17 16:00:00,-1.143,-1.243,0.10000000000000009,3.47,0.0,-0.07299999999999995,falling,1,winter,False
2024-01-17 17:00:00,-1.094,-1.222,0.1279999999999999,3.47,0.0,0.04899999999999993,rising,1,winter,False
2024-01-17 18:00:00,-0.993,-1.116,0.12300000000000011,3.47,0.0,0.10100000000000009,rising,1,winter,False
2024-01-17 19:00:00,-0.845,-0.962,0.11699999999999999,3.47,0.0,0.14800000000000002,rising,1,winter,False
2024-01-17 20:00:00,-0.697,-0.802,0.1050000000000001,3.47,0.0,0.14800000000000002,rising,1,winter,False
2024-01-17 21:00:00,-0.592,-0.681,0.08900000000000008,3.47,0.0,0.10499999999999998,rising,1,winter,False
2024-01-17 22:00:00,-0.572,-0.645,0.07300000000000006,3.47,0.0,0.020000000000000018,rising,1,winter,False
2024-01-17 23:00:00,-0.648,-0.712,0.06399999999999995,3.47,0.0,-0.07600000000000007,falling,1,winter,False
2024-01-18 00:00:00,-0.792,-0.862,0.06999999999999995,3.47,0.0,-0.14400000000000002,falling,1,winter,False
2024-01-18 01:00:00,-0.971,-1.051,0.07999999999999996,3.47,0.0,-0.17899999999999994,falling,1,winter,False
2024-01-18 02:00:00,-1.171,-1.232,0.06099999999999994,3.47,0.0,-0.20000000000000007,falling,1,winter,False
2024-01-18 03:00:00,-1.308,-1.36,0.052000000000000046,3.47,0.0,-0.137,falling,1,winter,False
2024-01-18 04:00:00,-1.319,-1.397,0.07800000000000007,3.47,0.0,-0.010999999999999899,falling,1,winter,False
2024-01-18 05:00:00,-1.227,-1.319,0.09199999999999986,3.47,0.0,0.09199999999999986,rising,1,winter,False
2024-01-18 06:00:00,-1.043,-1.135,0.09200000000000008,3.47,0.0,0.18400000000000016,rising,1,winter,False
2024-01-18 07:00:00,-0.795,-0.88,0.08499999999999996,3.47,0.0,0.2479999999999999,rising,1,winter,False
2024-01-18 08:00:00,-0.515,-0.601,0.08599999999999997,3.47,0.0,0.28,rising,1,winter,False
2024-01-18 09:00:00,-0.244,-0.349,0.10499999999999998,3.47,0.0,0.271,rising,1,winter,False
2024-01-18 10:00:00,-0.073,-0.18,0.107,3.47,0.0,0.17099999999999999,rising,1,winter,False
2024-01-18 11:00:00,-0.056,-0.136,0.08000000000000002,3.47,0.0,0.016999999999999994,rising,1,winter,False
2024-01-18 12:00:00,-0.155,-0.226,0.07100000000000001,3.47,0.0,-0.099,falling,1,winter,False
2024-01-18 13:00:00,-0.343,-0.421,0.07799999999999996,3.47,0.0,-0.18800000000000003,falling,1,winter,False
2024-01-18 14:00:00,-0.607,-0.675,0.06800000000000006,3.47,0.0,-0.26399999999999996,falling,1,winter,False
2024-01-18 15:00:00,-0.882,-0.943,0.06099999999999994,3.47,0.0,-0.275,falling,1,winter,False
2024-01-18 16:00:00,-1.079,-1.177,0.09800000000000009,3.47,0.0,-0.19699999999999995,falling,1,winter,False
2024-01-18 17:00:00,-1.211,-1.333,0.12199999999999989,3.47,0.0,-0.13200000000000012,falling,1,winter,False
2024-01-18 18:00:00,-1.292,-1.389,0.09699999999999998,3.47,0.0,-0.08099999999999996,falling,1,winter,False
2024-01-18 19:00:00,-1.248,-1.349,0.10099999999999998,3.47,0.0,0.04400000000000004,rising,1,winter,False
2024-01-18 20:00:00,-1.124,-1.238,0.11399999999999988,3.47,0.0,0.12399999999999989,rising,1,winter,False
2024-01-18 21:00:00,-0.993,-1.088,0.09500000000000008,3.47,0.0,0.13100000000000012,rising,1,winter,False
2024-01-18 22:00:00,-0.852,-0.941,0.08899999999999997,3.47,0.0,0.14100000000000001,rising,1,winter,False
2024-01-18 23:00:00,-0.761,-0.844,0.08299999999999996,3.47,0.0,0.09099999999999997,rising,1,winter,False
2024-01-19 00:00:00,-0.744,-0.826,0.08199999999999996,3.47,0.0,0.017000000000000015,rising,1,winter,False
